,bs,time_hour,users
210,1,1345370400,1
211,1,1345374000,0
212,1,1345377600,0
213,1,1345381200,0
214,1,1345384800,0
215,1,1345388400,0
216,1,1345392000,0
217,1,1345395600,1
218,1,1345399200,0
219,1,1345402800,0
220,1,1345406400,0
221,1,1345410000,0
222,1,1345413600,0
223,1,1345417200,1
224,1,1345420800,3
225,1,1345424400,2
226,1,1345428000,3
227,1,1345431600,3
228,1,1345435200,2
229,1,1345438800,2
230,1,1345442400,2
231,1,1345446000,1
232,1,1345449600,3
233,1,1345453200,3
234,1,1345456800,4
235,1,1345460400,1
236,1,1345464000,1
237,1,1345467600,0
238,1,1345471200,0
239,1,1345474800,0
240,1,1345478400,0
241,1,1345482000,0
242,1,1345485600,0
243,1,1345489200,0
244,1,1345492800,0
245,1,1345496400,1
246,1,1345500000,1
247,1,1345503600,0
248,1,1345507200,2
249,1,1345510800,2
250,1,1345514400,2
251,1,1345518000,1
252,1,1345521600,2
253,1,1345525200,2
254,1,1345528800,3
255,1,1345532400,3
256,1,1345536000,3
257,1,1345539600,4
258,1,1345543200,2
259,1,1345546800,2
260,1,1345550400,1
261,1,1345554000,2
262,1,1345557600,1
263,1,1345561200,0
264,1,1345564800,0
265,1,1345568400,1
266,1,1345572000,1
267,1,1345575600,1
268,1,1345579200,0
269,1,1345582800,0
270,1,1345586400,0
271,1,1345590000,0
272,1,1345593600,2
273,1,1345597200,2
274,1,1345600800,3
275,1,1345604400,2
276,1,1345608000,2
277,1,1345611600,2
278,1,1345615200,2
279,1,1345618800,2
280,1,1345622400,2
281,1,1345626000,4
282,1,1345629600,4
283,1,1345633200,1
284,1,1345636800,1
285,1,1345640400,0
286,1,1345644000,1
287,1,1345647600,0
288,1,1345651200,0
289,1,1345654800,0
290,1,1345658400,0
291,1,1345662000,0
292,1,1345665600,0
293,1,1345669200,0
294,1,1345672800,1
295,1,1345676400,1
296,1,1345680000,3
297,1,1345683600,2
298,1,1345687200,1
299,1,1345690800,1
300,1,1345694400,2
301,1,1345698000,2
302,1,1345701600,1
303,1,1345705200,2
304,1,1345708800,2
305,1,1345712400,3
306,1,1345716000,4
307,1,1345719600,3
308,1,1345723200,3
309,1,1345726800,1
310,1,1345730400,3
311,1,1345734000,0
312,1,1345737600,0
313,1,1345741200,0
314,1,1345744800,0
315,1,1345748400,0
316,1,1345752000,0
317,1,1345755600,0
318,1,1345759200,0
319,1,1345762800,1
320,1,1345766400,2
321,1,1345770000,2
322,1,1345773600,1
323,1,1345777200,2
324,1,1345780800,1
325,1,1345784400,0
326,1,1345788000,1
327,1,1345791600,2
328,1,1345795200,1
329,1,1345798800,3
330,1,1345802400,3
331,1,1345806000,1
332,1,1345809600,1
333,1,1345813200,1
334,1,1345816800,2
335,1,1345820400,0
336,1,1345824000,1
337,1,1345827600,0
338,1,1345831200,0
339,1,1345834800,1
340,1,1345838400,1
341,1,1345842000,2
342,1,1345845600,1
343,1,1345849200,2
344,1,1345852800,1
345,1,1345856400,1
346,1,1345860000,0
347,1,1345863600,1
348,1,1345867200,2
349,1,1345870800,1
350,1,1345874400,3
351,1,1345878000,3
352,1,1345881600,1
353,1,1345885200,1
354,1,1345888800,1
355,1,1345892400,0
356,1,1345896000,0
357,1,1345899600,0
358,1,1345903200,0
359,1,1345906800,0
360,1,1345910400,1
361,1,1345914000,0
362,1,1345917600,0
363,1,1345921200,1
364,1,1345924800,1
365,1,1345928400,2
366,1,1345932000,1
367,1,1345935600,2
368,1,1345939200,1
369,1,1345942800,2
370,1,1345946400,2
371,1,1345950000,2
372,1,1345953600,2
373,1,1345957200,1
374,1,1345960800,1
375,1,1345964400,3
376,1,1345968000,1
377,1,1345971600,1
378,1,1345975200,0
379,1,1345978800,0
380,1,1345982400,0
381,1,1345986000,0
382,1,1345989600,0
383,1,1345993200,0
384,2,1345305600,1
385,2,1345309200,0
386,2,1345312800,1
387,2,1345316400,1
388,2,1345320000,2
389,2,1345323600,3
390,2,1345327200,2
391,2,1345330800,4
392,2,1345334400,3
393,2,1345338000,1
394,2,1345341600,3
395,2,1345345200,4
396,2,1345348800,2
397,2,1345352400,3
398,2,1345356000,2
399,2,1345359600,2
400,2,1345363200,3
401,2,1345366800,2
402,2,1345370400,3
403,2,1345374000,2
404,2,1345377600,2
405,2,1345381200,0
406,2,1345384800,1
407,2,1345388400,0
408,2,1345392000,1
409,2,1345395600,1
410,2,1345399200,2
411,2,1345402800,0
412,2,1345406400,0
413,2,1345410000,1
414,2,1345413600,2
415,2,1345417200,4
416,2,1345420800,4
417,2,1345424400,3
418,2,1345428000,4
419,2,1345431600,3
420,2,1345435200,4
421,2,1345438800,5
422,2,1345442400,5
423,2,1345446000,5
424,2,1345449600,4
425,2,1345453200,3
426,2,1345456800,4
427,2,1345460400,5
428,2,1345464000,4
429,2,1345467600,3
430,2,1345471200,1
431,2,1345474800,1
432,2,1345478400,1
433,2,1345482000,1
434,2,1345485600,0
435,2,1345489200,1
436,2,1345492800,0
437,2,1345496400,1
438,2,1345500000,2
439,2,1345503600,3
440,2,1345507200,5
441,2,1345510800,4
442,2,1345514400,5
443,2,1345518000,4
444,2,1345521600,4
445,2,1345525200,2
446,2,1345528800,3
447,2,1345532400,6
448,2,1345536000,5
449,2,1345539600,3
450,2,1345543200,4
451,2,1345546800,5
452,2,1345550400,3
453,2,1345554000,1
454,2,1345557600,2
455,2,1345561200,2
456,2,1345564800,1
457,2,1345568400,1
458,2,1345572000,2
459,2,1345575600,0
460,2,1345579200,0
461,2,1345582800,0
462,2,1345586400,0
463,2,1345590000,2
464,2,1345593600,4
465,2,1345597200,4
466,2,1345600800,5
467,2,1345604400,4
468,2,1345608000,6
469,2,1345611600,3
470,2,1345615200,3
471,2,1345618800,5
472,2,1345622400,4
473,2,1345626000,6
474,2,1345629600,5
475,2,1345633200,4
476,2,1345636800,2
477,2,1345640400,3
478,2,1345644000,2
479,2,1345647600,1
480,2,1345651200,1
481,2,1345654800,1
482,2,1345658400,0
483,2,1345662000,0
484,2,1345665600,1
485,2,1345669200,0
486,2,1345672800,0
487,2,1345676400,2
488,2,1345680000,4
489,2,1345683600,6
490,2,1345687200,3
491,2,1345690800,4
492,2,1345694400,5
493,2,1345698000,4
494,2,1345701600,5
495,2,1345705200,6
496,2,1345708800,5
497,2,1345712400,3
498,2,1345716000,4
499,2,1345719600,5
500,2,1345723200,4
501,2,1345726800,3
502,2,1345730400,1
503,2,1345734000,1
504,2,1345737600,1
505,2,1345741200,1
506,2,1345744800,0
507,2,1345748400,1
508,2,1345752000,0
509,2,1345755600,1
510,2,1345759200,1
511,2,1345762800,2
512,2,1345766400,3
513,2,1345770000,3
514,2,1345773600,4
515,2,1345777200,3
516,2,1345780800,1
517,2,1345784400,3
518,2,1345788000,4
519,2,1345791600,5
520,2,1345795200,4
521,2,1345798800,3
522,2,1345802400,4
523,2,1345806000,3
524,2,1345809600,3
525,2,1345813200,3
526,2,1345816800,2
527,2,1345820400,1
528,2,1345824000,1
529,2,1345827600,0
530,2,1345831200,1
531,2,1345834800,2
532,2,1345838400,4
533,2,1345842000,4
534,2,1345845600,3
535,2,1345849200,4
536,2,1345852800,3
537,2,1345856400,1
538,2,1345860000,3
539,2,1345863600,4
540,2,1345867200,2
541,2,1345870800,3
542,2,1345874400,2
543,2,1345878000,2
544,2,1345881600,3
545,2,1345885200,3
546,2,1345888800,1
547,2,1345892400,2
548,2,1345896000,1
549,2,1345899600,1
550,2,1345903200,1
551,2,1345906800,0
552,2,1345910400,1
553,2,1345914000,0
554,2,1345917600,1
555,2,1345921200,2
556,2,1345924800,4
557,2,1345928400,4
558,2,1345932000,3
559,2,1345935600,4
560,2,1345939200,3
561,2,1345942800,1
562,2,1345946400,3
563,2,1345950000,4
564,2,1345953600,2
565,2,1345957200,3
566,2,1345960800,2
567,2,1345964400,2
568,2,1345968000,3
569,2,1345971600,2
570,2,1345975200,3
571,2,1345978800,2
572,2,1345982400,1
573,2,1345986000,1
574,2,1345989600,1
575,2,1345993200,0
576,3,1345305600,0
577,3,1345309200,0
578,3,1345312800,0
579,3,1345316400,0
580,3,1345320000,1
581,3,1345323600,2
582,3,1345327200,2
583,3,1345330800,4
584,3,1345334400,3
585,3,1345338000,2
586,3,1345341600,2
587,3,1345345200,2
588,3,1345348800,2
589,3,1345352400,3
590,3,1345356000,2
591,3,1345359600,5
592,3,1345363200,2
593,3,1345366800,2
594,3,1345370400,1
595,3,1345374000,1
596,3,1345377600,1
597,3,1345381200,2
598,3,1345384800,0
599,3,1345388400,0
600,3,1345392000,0
601,3,1345395600,0
602,3,1345399200,0
603,3,1345402800,0
604,3,1345406400,0
605,3,1345410000,0
606,3,1345413600,0
607,3,1345417200,1
608,3,1345420800,3
609,3,1345424400,1
610,3,1345428000,3
611,3,1345431600,2
612,3,1345435200,3
613,3,1345438800,2
614,3,1345442400,3
615,3,1345446000,3
616,3,1345449600,2
617,3,1345453200,2
618,3,1345456800,5
619,3,1345460400,4
620,3,1345464000,2
621,3,1345467600,3
622,3,1345471200,2
623,3,1345474800,1
624,3,1345478400,0
625,3,1345482000,0
626,3,1345485600,1
627,3,1345489200,0
628,3,1345492800,0
629,3,1345496400,0
630,3,1345500000,1
631,3,1345503600,3
632,3,1345507200,4
633,3,1345510800,3
634,3,1345514400,3
635,3,1345518000,3
636,3,1345521600,2
637,3,1345525200,3
638,3,1345528800,2
639,3,1345532400,3
640,3,1345536000,2
641,3,1345539600,2
642,3,1345543200,5
643,3,1345546800,4
644,3,1345550400,3
645,3,1345554000,2
646,3,1345557600,1
647,3,1345561200,0
648,3,1345564800,0
649,3,1345568400,1
650,3,1345572000,0
651,3,1345575600,0
652,3,1345579200,0
653,3,1345582800,0
654,3,1345586400,0
655,3,1345590000,3
656,3,1345593600,3
657,3,1345597200,1
658,3,1345600800,3
659,3,1345604400,1
660,3,1345608000,2
661,3,1345611600,2
662,3,1345615200,2
663,3,1345618800,1
664,3,1345622400,3
665,3,1345626000,3
666,3,1345629600,4
667,3,1345633200,3
668,3,1345636800,3
669,3,1345640400,2
670,3,1345644000,1
671,3,1345647600,0
672,3,1345651200,0
673,3,1345654800,0
674,3,1345658400,1
675,3,1345662000,0
676,3,1345665600,0
677,3,1345669200,0
678,3,1345672800,0
679,3,1345676400,1
680,3,1345680000,2
681,3,1345683600,2
682,3,1345687200,3
683,3,1345690800,3
684,3,1345694400,2
685,3,1345698000,3
686,3,1345701600,2
687,3,1345705200,3
688,3,1345708800,3
689,3,1345712400,3
690,3,1345716000,5
691,3,1345719600,4
692,3,1345723200,2
693,3,1345726800,3
694,3,1345730400,2
695,3,1345734000,0
696,3,1345737600,0
697,3,1345741200,1
698,3,1345744800,0
699,3,1345748400,0
700,3,1345752000,0
701,3,1345755600,0
702,3,1345759200,0
703,3,1345762800,3
704,3,1345766400,4
705,3,1345770000,3
706,3,1345773600,3
707,3,1345777200,1
708,3,1345780800,2
709,3,1345784400,1
710,3,1345788000,2
711,3,1345791600,2
712,3,1345795200,3
713,3,1345798800,2
714,3,1345802400,3
715,3,1345806000,2
716,3,1345809600,4
717,3,1345813200,3
718,3,1345816800,2
719,3,1345820400,0
720,3,1345824000,0
721,3,1345827600,0
722,3,1345831200,0
723,3,1345834800,0
724,3,1345838400,0
725,3,1345842000,2
726,3,1345845600,2
727,3,1345849200,4
728,3,1345852800,3
729,3,1345856400,2
730,3,1345860000,3
731,3,1345863600,2
732,3,1345867200,2
733,3,1345870800,3
734,3,1345874400,2
735,3,1345878000,3
736,3,1345881600,2
737,3,1345885200,1
738,3,1345888800,2
739,3,1345892400,2
740,3,1345896000,0
741,3,1345899600,0
742,3,1345903200,0
743,3,1345906800,0
744,3,1345910400,0
745,3,1345914000,0
746,3,1345917600,0
747,3,1345921200,0
748,3,1345924800,1
749,3,1345928400,2
750,3,1345932000,2
751,3,1345935600,3
752,3,1345939200,1
753,3,1345942800,2
754,3,1345946400,2
755,3,1345950000,2
756,3,1345953600,2
757,3,1345957200,3
758,3,1345960800,2
759,3,1345964400,3
760,3,1345968000,2
761,3,1345971600,1
762,3,1345975200,2
763,3,1345978800,2
764,3,1345982400,0
765,3,1345986000,0
766,3,1345989600,0
767,3,1345993200,0
768,4,1345305600,1
769,4,1345309200,1
770,4,1345312800,0
771,4,1345316400,1
772,4,1345320000,4
773,4,1345323600,9
774,4,1345327200,12
775,4,1345330800,16
776,4,1345334400,12
777,4,1345338000,9
778,4,1345341600,12
779,4,1345345200,11
780,4,1345348800,13
781,4,1345352400,9
782,4,1345356000,9
783,4,1345359600,6
784,4,1345363200,5
785,4,1345366800,7
786,4,1345370400,5
787,4,1345374000,5
788,4,1345377600,3
789,4,1345381200,2
790,4,1345384800,0
791,4,1345388400,0
792,4,1345392000,1
793,4,1345395600,2
794,4,1345399200,1
795,4,1345402800,0
796,4,1345406400,2
797,4,1345410000,1
798,4,1345413600,3
799,4,1345417200,14
800,4,1345420800,22
801,4,1345424400,27
802,4,1345428000,26
803,4,1345431600,24
804,4,1345435200,18
805,4,1345438800,21
806,4,1345442400,18
807,4,1345446000,19
808,4,1345449600,16
809,4,1345453200,8
810,4,1345456800,6
811,4,1345460400,5
812,4,1345464000,5
813,4,1345467600,3
814,4,1345471200,3
815,4,1345474800,1
816,4,1345478400,1
817,4,1345482000,2
818,4,1345485600,1
819,4,1345489200,0
820,4,1345492800,0
821,4,1345496400,0
822,4,1345500000,2
823,4,1345503600,10
824,4,1345507200,21
825,4,1345510800,30
826,4,1345514400,27
827,4,1345518000,22
828,4,1345521600,19
829,4,1345525200,17
830,4,1345528800,16
831,4,1345532400,16
832,4,1345536000,16
833,4,1345539600,10
834,4,1345543200,9
835,4,1345546800,8
836,4,1345550400,5
837,4,1345554000,3
838,4,1345557600,3
839,4,1345561200,2
840,4,1345564800,1
841,4,1345568400,2
842,4,1345572000,1
843,4,1345575600,1
844,4,1345579200,1
845,4,1345582800,0
846,4,1345586400,2
847,4,1345590000,10
848,4,1345593600,21
849,4,1345597200,30
850,4,1345600800,27
851,4,1345604400,22
852,4,1345608000,19
853,4,1345611600,17
854,4,1345615200,16
855,4,1345618800,16
856,4,1345622400,16
857,4,1345626000,8
858,4,1345629600,6
859,4,1345633200,6
860,4,1345636800,4
861,4,1345640400,4
862,4,1345644000,3
863,4,1345647600,1
864,4,1345651200,1
865,4,1345654800,0
866,4,1345658400,0
867,4,1345662000,0
868,4,1345665600,2
869,4,1345669200,1
870,4,1345672800,2
871,4,1345676400,7
872,4,1345680000,10
873,4,1345683600,15
874,4,1345687200,17
875,4,1345690800,14
876,4,1345694400,12
877,4,1345698000,11
878,4,1345701600,11
879,4,1345705200,13
880,4,1345708800,9
881,4,1345712400,5
882,4,1345716000,7
883,4,1345719600,3
884,4,1345723200,3
885,4,1345726800,3
886,4,1345730400,2
887,4,1345734000,2
888,4,1345737600,1
889,4,1345741200,0
890,4,1345744800,0
891,4,1345748400,1
892,4,1345752000,1
893,4,1345755600,1
894,4,1345759200,3
895,4,1345762800,14
896,4,1345766400,22
897,4,1345770000,25
898,4,1345773600,24
899,4,1345777200,23
900,4,1345780800,21
901,4,1345784400,20
902,4,1345788000,21
903,4,1345791600,20
904,4,1345795200,16
905,4,1345798800,10
906,4,1345802400,6
907,4,1345806000,5
908,4,1345809600,7
909,4,1345813200,5
910,4,1345816800,2
911,4,1345820400,2
912,4,1345824000,1
913,4,1345827600,1
914,4,1345831200,0
915,4,1345834800,1
916,4,1345838400,4
917,4,1345842000,9
918,4,1345845600,12
919,4,1345849200,16
920,4,1345852800,12
921,4,1345856400,9
922,4,1345860000,12
923,4,1345863600,11
924,4,1345867200,13
925,4,1345870800,9
926,4,1345874400,9
927,4,1345878000,6
928,4,1345881600,5
929,4,1345885200,7
930,4,1345888800,5
931,4,1345892400,5
932,4,1345896000,3
933,4,1345899600,2
934,4,1345903200,0
935,4,1345906800,0
936,4,1345910400,1
937,4,1345914000,1
938,4,1345917600,0
939,4,1345921200,1
940,4,1345924800,4
941,4,1345928400,9
942,4,1345932000,12
943,4,1345935600,16
944,4,1345939200,12
945,4,1345942800,9
946,4,1345946400,12
947,4,1345950000,11
948,4,1345953600,10
949,4,1345957200,8
950,4,1345960800,5
951,4,1345964400,7
952,4,1345968000,3
953,4,1345971600,3
954,4,1345975200,3
955,4,1345978800,2
956,4,1345982400,2
957,4,1345986000,4
958,4,1345989600,1
959,4,1345993200,1
960,5,1345305600,0
961,5,1345309200,0
962,5,1345312800,0
963,5,1345316400,0
964,5,1345320000,3
965,5,1345323600,6
966,5,1345327200,5
967,5,1345330800,8
968,5,1345334400,15
969,5,1345338000,8
970,5,1345341600,7
971,5,1345345200,7
972,5,1345348800,6
973,5,1345352400,8
974,5,1345356000,8
975,5,1345359600,6
976,5,1345363200,5
977,5,1345366800,9
978,5,1345370400,7
979,5,1345374000,3
980,5,1345377600,4
981,5,1345381200,1
982,5,1345384800,1
983,5,1345388400,1
984,5,1345392000,2
985,5,1345395600,1
986,5,1345399200,2
987,5,1345402800,0
988,5,1345406400,1
989,5,1345410000,1
990,5,1345413600,1
991,5,1345417200,6
992,5,1345420800,19
993,5,1345424400,17
994,5,1345428000,13
995,5,1345431600,13
996,5,1345435200,10
997,5,1345438800,10
998,5,1345442400,10
999,5,1345446000,13
1000,5,1345449600,8
1001,5,1345453200,8
1002,5,1345456800,6
1003,5,1345460400,5
1004,5,1345464000,9
1005,5,1345467600,7
1006,5,1345471200,3
1007,5,1345474800,3
1008,5,1345478400,2
1009,5,1345482000,1
1010,5,1345485600,1
1011,5,1345489200,0
1012,5,1345492800,1
1013,5,1345496400,0
1014,5,1345500000,0
1015,5,1345503600,3
1016,5,1345507200,6
1017,5,1345510800,5
1018,5,1345514400,8
1019,5,1345518000,15
1020,5,1345521600,8
1021,5,1345525200,7
1022,5,1345528800,7
1023,5,1345532400,6
1024,5,1345536000,8
1025,5,1345539600,13
1026,5,1345543200,9
1027,5,1345546800,7
1028,5,1345550400,4
1029,5,1345554000,5
1030,5,1345557600,3
1031,5,1345561200,1
1032,5,1345564800,2
1033,5,1345568400,2
1034,5,1345572000,1
1035,5,1345575600,0
1036,5,1345579200,0
1037,5,1345582800,0
1038,5,1345586400,1
1039,5,1345590000,5
1040,5,1345593600,13
1041,5,1345597200,12
1042,5,1345600800,11
1043,5,1345604400,14
1044,5,1345608000,12
1045,5,1345611600,10
1046,5,1345615200,10
1047,5,1345618800,13
1048,5,1345622400,14
1049,5,1345626000,19
1050,5,1345629600,15
1051,5,1345633200,10
1052,5,1345636800,7
1053,5,1345640400,5
1054,5,1345644000,4
1055,5,1345647600,4
1056,5,1345651200,2
1057,5,1345654800,1
1058,5,1345658400,0
1059,5,1345662000,0
1060,5,1345665600,1
1061,5,1345669200,0
1062,5,1345672800,0
1063,5,1345676400,3
1064,5,1345680000,6
1065,5,1345683600,5
1066,5,1345687200,8
1067,5,1345690800,15
1068,5,1345694400,8
1069,5,1345698000,7
1070,5,1345701600,5
1071,5,1345705200,10
1072,5,1345708800,8
1073,5,1345712400,8
1074,5,1345716000,6
1075,5,1345719600,5
1076,5,1345723200,9
1077,5,1345726800,7
1078,5,1345730400,3
1079,5,1345734000,1
1080,5,1345737600,2
1081,5,1345741200,1
1082,5,1345744800,1
1083,5,1345748400,1
1084,5,1345752000,0
1085,5,1345755600,0
1086,5,1345759200,1
1087,5,1345762800,1
1088,5,1345766400,4
1089,5,1345770000,4
1090,5,1345773600,5
1091,5,1345777200,6
1092,5,1345780800,7
1093,5,1345784400,7
1094,5,1345788000,10
1095,5,1345791600,13
1096,5,1345795200,8
1097,5,1345798800,8
1098,5,1345802400,6
1099,5,1345806000,5
1100,5,1345809600,9
1101,5,1345813200,7
1102,5,1345816800,4
1103,5,1345820400,4
1104,5,1345824000,0
1105,5,1345827600,0
1106,5,1345831200,0
1107,5,1345834800,0
1108,5,1345838400,3
1109,5,1345842000,6
1110,5,1345845600,5
1111,5,1345849200,8
1112,5,1345852800,15
1113,5,1345856400,8
1114,5,1345860000,7
1115,5,1345863600,7
1116,5,1345867200,7
1117,5,1345870800,7
1118,5,1345874400,6
1119,5,1345878000,7
1120,5,1345881600,7
1121,5,1345885200,4
1122,5,1345888800,5
1123,5,1345892400,4
1124,5,1345896000,2
1125,5,1345899600,2
1126,5,1345903200,1
1127,5,1345906800,1
1128,5,1345910400,0
1129,5,1345914000,0
1130,5,1345917600,0
1131,5,1345921200,0
1132,5,1345924800,3
1133,5,1345928400,6
1134,5,1345932000,5
1135,5,1345935600,8
1136,5,1345939200,15
1137,5,1345942800,8
1138,5,1345946400,7
1139,5,1345950000,7
1140,5,1345953600,6
1141,5,1345957200,8
1142,5,1345960800,8
1143,5,1345964400,6
1144,5,1345968000,5
1145,5,1345971600,9
1146,5,1345975200,7
1147,5,1345978800,3
1148,5,1345982400,4
1149,5,1345986000,1
1150,5,1345989600,1
1151,5,1345993200,0
1152,6,1345305600,0
1153,6,1345309200,0
1154,6,1345312800,1
1155,6,1345316400,1
1156,6,1345320000,6
1157,6,1345323600,5
1158,6,1345327200,3
1159,6,1345330800,5
1160,6,1345334400,4
1161,6,1345338000,4
1162,6,1345341600,6
1163,6,1345345200,7
1164,6,1345348800,7
1165,6,1345352400,8
1166,6,1345356000,6
1167,6,1345359600,9
1168,6,1345363200,6
1169,6,1345366800,8
1170,6,1345370400,7
1171,6,1345374000,7
1172,6,1345377600,5
1173,6,1345381200,3
1174,6,1345384800,3
1175,6,1345388400,1
1176,6,1345392000,2
1177,6,1345395600,1
1178,6,1345399200,2
1179,6,1345402800,1
1180,6,1345406400,1
1181,6,1345410000,0
1182,6,1345413600,1
1183,6,1345417200,9
1184,6,1345420800,10
1185,6,1345424400,7
1186,6,1345428000,9
1187,6,1345431600,11
1188,6,1345435200,8
1189,6,1345438800,9
1190,6,1345442400,16
1191,6,1345446000,18
1192,6,1345449600,15
1193,6,1345453200,19
1194,6,1345456800,19
1195,6,1345460400,8
1196,6,1345464000,9
1197,6,1345467600,10
1198,6,1345471200,7
1199,6,1345474800,7
1200,6,1345478400,2
1201,6,1345482000,1
1202,6,1345485600,2
1203,6,1345489200,1
1204,6,1345492800,1
1205,6,1345496400,0
1206,6,1345500000,1
1207,6,1345503600,9
1208,6,1345507200,10
1209,6,1345510800,7
1210,6,1345514400,9
1211,6,1345518000,12
1212,6,1345521600,12
1213,6,1345525200,8
1214,6,1345528800,9
1215,6,1345532400,12
1216,6,1345536000,14
1217,6,1345539600,14
1218,6,1345543200,15
1219,6,1345546800,10
1220,6,1345550400,9
1221,6,1345554000,10
1222,6,1345557600,7
1223,6,1345561200,5
1224,6,1345564800,2
1225,6,1345568400,1
1226,6,1345572000,1
1227,6,1345575600,0
1228,6,1345579200,0
1229,6,1345582800,0
1230,6,1345586400,2
1231,6,1345590000,14
1232,6,1345593600,14
1233,6,1345597200,10
1234,6,1345600800,9
1235,6,1345604400,11
1236,6,1345608000,8
1237,6,1345611600,9
1238,6,1345615200,9
1239,6,1345618800,8
1240,6,1345622400,9
1241,6,1345626000,6
1242,6,1345629600,8
1243,6,1345633200,4
1244,6,1345636800,10
1245,6,1345640400,8
1246,6,1345644000,8
1247,6,1345647600,5
