,bs,time_hour,users
210,1,1345370400,1
211,1,1345374000,1
212,1,1345377600,0
213,1,1345381200,0
214,1,1345384800,0
215,1,1345388400,0
216,1,1345392000,1
217,1,1345395600,0
218,1,1345399200,0
219,1,1345402800,0
220,1,1345406400,0
221,1,1345410000,0
222,1,1345413600,0
223,1,1345417200,7
224,1,1345420800,19
225,1,1345424400,28
226,1,1345428000,27
227,1,1345431600,18
228,1,1345435200,11
229,1,1345438800,14
230,1,1345442400,14
231,1,1345446000,18
232,1,1345449600,18
233,1,1345453200,4
234,1,1345456800,2
235,1,1345460400,2
236,1,1345464000,2
237,1,1345467600,2
238,1,1345471200,1
239,1,1345474800,0
240,1,1345478400,1
241,1,1345482000,0
242,1,1345485600,0
243,1,1345489200,0
244,1,1345492800,0
245,1,1345496400,0
246,1,1345500000,0
247,1,1345503600,7
248,1,1345507200,19
249,1,1345510800,28
250,1,1345514400,27
251,1,1345518000,18
252,1,1345521600,11
253,1,1345525200,18
254,1,1345528800,17
255,1,1345532400,16
256,1,1345536000,11
257,1,1345539600,4
258,1,1345543200,1
259,1,1345546800,1
260,1,1345550400,2
261,1,1345554000,2
262,1,1345557600,1
263,1,1345561200,1
264,1,1345564800,1
265,1,1345568400,1
266,1,1345572000,0
267,1,1345575600,0
268,1,1345579200,2
269,1,1345582800,0
270,1,1345586400,0
271,1,1345590000,3
272,1,1345593600,5
273,1,1345597200,7
274,1,1345600800,10
275,1,1345604400,8
276,1,1345608000,5
277,1,1345611600,7
278,1,1345615200,6
279,1,1345618800,7
280,1,1345622400,3
281,1,1345626000,2
282,1,1345629600,3
283,1,1345633200,2
284,1,1345636800,1
285,1,1345640400,1
286,1,1345644000,0
287,1,1345647600,0
288,1,1345651200,1
289,1,1345654800,1
290,1,1345658400,1
291,1,1345662000,0
292,1,1345665600,0
293,1,1345669200,0
294,1,1345672800,0
295,1,1345676400,6
296,1,1345680000,16
297,1,1345683600,23
298,1,1345687200,21
299,1,1345690800,15
300,1,1345694400,10
301,1,1345698000,12
302,1,1345701600,13
303,1,1345705200,15
304,1,1345708800,12
305,1,1345712400,3
306,1,1345716000,0
307,1,1345719600,2
308,1,1345723200,1
309,1,1345726800,2
310,1,1345730400,1
311,1,1345734000,1
312,1,1345737600,1
313,1,1345741200,0
314,1,1345744800,0
315,1,1345748400,0
316,1,1345752000,0
317,1,1345755600,0
318,1,1345759200,0
319,1,1345762800,2
320,1,1345766400,4
321,1,1345770000,9
322,1,1345773600,8
323,1,1345777200,7
324,1,1345780800,6
325,1,1345784400,6
326,1,1345788000,9
327,1,1345791600,5
328,1,1345795200,4
329,1,1345798800,2
330,1,1345802400,1
331,1,1345806000,2
332,1,1345809600,1
333,1,1345813200,2
334,1,1345816800,2
335,1,1345820400,1
336,1,1345824000,0
337,1,1345827600,0
338,1,1345831200,0
339,1,1345834800,0
340,1,1345838400,3
341,1,1345842000,5
342,1,1345845600,7
343,1,1345849200,10
344,1,1345852800,8
345,1,1345856400,5
346,1,1345860000,7
347,1,1345863600,6
348,1,1345867200,7
349,1,1345870800,3
350,1,1345874400,2
351,1,1345878000,3
352,1,1345881600,2
353,1,1345885200,2
354,1,1345888800,1
355,1,1345892400,1
356,1,1345896000,0
357,1,1345899600,0
358,1,1345903200,0
359,1,1345906800,0
360,1,1345910400,0
361,1,1345914000,0
362,1,1345917600,0
363,1,1345921200,0
364,1,1345924800,3
365,1,1345928400,5
366,1,1345932000,7
367,1,1345935600,10
368,1,1345939200,8
369,1,1345942800,5
370,1,1345946400,5
371,1,1345950000,7
372,1,1345953600,6
373,1,1345957200,2
374,1,1345960800,2
375,1,1345964400,3
376,1,1345968000,2
377,1,1345971600,2
378,1,1345975200,2
379,1,1345978800,3
380,1,1345982400,2
381,1,1345986000,1
382,1,1345989600,0
383,1,1345993200,0
384,2,1345305600,1
385,2,1345309200,1
386,2,1345312800,0
387,2,1345316400,1
388,2,1345320000,4
389,2,1345323600,9
390,2,1345327200,12
391,2,1345330800,16
392,2,1345334400,12
393,2,1345338000,9
394,2,1345341600,12
395,2,1345345200,11
396,2,1345348800,13
397,2,1345352400,9
398,2,1345356000,9
399,2,1345359600,6
400,2,1345363200,5
401,2,1345366800,7
402,2,1345370400,5
403,2,1345374000,5
404,2,1345377600,3
405,2,1345381200,2
406,2,1345384800,0
407,2,1345388400,0
408,2,1345392000,1
409,2,1345395600,2
410,2,1345399200,1
411,2,1345402800,0
412,2,1345406400,2
413,2,1345410000,1
414,2,1345413600,3
415,2,1345417200,14
416,2,1345420800,22
417,2,1345424400,27
418,2,1345428000,26
419,2,1345431600,24
420,2,1345435200,18
421,2,1345438800,21
422,2,1345442400,18
423,2,1345446000,19
424,2,1345449600,16
425,2,1345453200,8
426,2,1345456800,6
427,2,1345460400,5
428,2,1345464000,5
429,2,1345467600,3
430,2,1345471200,3
431,2,1345474800,1
432,2,1345478400,1
433,2,1345482000,2
434,2,1345485600,1
435,2,1345489200,0
436,2,1345492800,0
437,2,1345496400,0
438,2,1345500000,2
439,2,1345503600,10
440,2,1345507200,21
441,2,1345510800,30
442,2,1345514400,27
443,2,1345518000,22
444,2,1345521600,19
445,2,1345525200,17
446,2,1345528800,16
447,2,1345532400,16
448,2,1345536000,16
449,2,1345539600,10
450,2,1345543200,9
451,2,1345546800,8
452,2,1345550400,5
453,2,1345554000,3
454,2,1345557600,3
455,2,1345561200,2
456,2,1345564800,1
457,2,1345568400,2
458,2,1345572000,1
459,2,1345575600,1
460,2,1345579200,1
461,2,1345582800,0
462,2,1345586400,2
463,2,1345590000,10
464,2,1345593600,21
465,2,1345597200,30
466,2,1345600800,27
467,2,1345604400,22
468,2,1345608000,19
469,2,1345611600,17
470,2,1345615200,16
471,2,1345618800,16
472,2,1345622400,16
473,2,1345626000,8
474,2,1345629600,6
475,2,1345633200,6
476,2,1345636800,4
477,2,1345640400,4
478,2,1345644000,3
479,2,1345647600,1
480,2,1345651200,1
481,2,1345654800,0
482,2,1345658400,0
483,2,1345662000,0
484,2,1345665600,2
485,2,1345669200,1
486,2,1345672800,2
487,2,1345676400,7
488,2,1345680000,10
489,2,1345683600,15
490,2,1345687200,17
491,2,1345690800,14
492,2,1345694400,12
493,2,1345698000,11
494,2,1345701600,11
495,2,1345705200,13
496,2,1345708800,9
497,2,1345712400,5
498,2,1345716000,7
499,2,1345719600,3
500,2,1345723200,3
501,2,1345726800,3
502,2,1345730400,2
503,2,1345734000,2
504,2,1345737600,1
505,2,1345741200,0
506,2,1345744800,0
507,2,1345748400,1
508,2,1345752000,1
509,2,1345755600,1
510,2,1345759200,3
511,2,1345762800,14
512,2,1345766400,22
513,2,1345770000,25
514,2,1345773600,24
515,2,1345777200,23
516,2,1345780800,21
517,2,1345784400,20
518,2,1345788000,21
519,2,1345791600,20
520,2,1345795200,16
521,2,1345798800,10
522,2,1345802400,6
523,2,1345806000,5
524,2,1345809600,7
525,2,1345813200,5
526,2,1345816800,2
527,2,1345820400,2
528,2,1345824000,1
529,2,1345827600,1
530,2,1345831200,0
531,2,1345834800,1
532,2,1345838400,4
533,2,1345842000,9
534,2,1345845600,12
535,2,1345849200,16
536,2,1345852800,12
537,2,1345856400,9
538,2,1345860000,12
539,2,1345863600,11
540,2,1345867200,13
541,2,1345870800,9
542,2,1345874400,9
543,2,1345878000,6
544,2,1345881600,5
545,2,1345885200,7
546,2,1345888800,5
547,2,1345892400,5
548,2,1345896000,3
549,2,1345899600,2
550,2,1345903200,0
551,2,1345906800,0
552,2,1345910400,1
553,2,1345914000,1
554,2,1345917600,0
555,2,1345921200,1
556,2,1345924800,4
557,2,1345928400,9
558,2,1345932000,12
559,2,1345935600,16
560,2,1345939200,12
561,2,1345942800,9
562,2,1345946400,12
563,2,1345950000,11
564,2,1345953600,10
565,2,1345957200,8
566,2,1345960800,5
567,2,1345964400,7
568,2,1345968000,3
569,2,1345971600,3
570,2,1345975200,3
571,2,1345978800,2
572,2,1345982400,2
573,2,1345986000,4
574,2,1345989600,1
575,2,1345993200,1
576,3,1345305600,2
577,3,1345309200,0
578,3,1345312800,0
579,3,1345316400,0
580,3,1345320000,0
581,3,1345323600,1
582,3,1345327200,0
583,3,1345330800,1
584,3,1345334400,0
585,3,1345338000,1
586,3,1345341600,1
587,3,1345345200,1
588,3,1345348800,2
589,3,1345352400,1
590,3,1345356000,0
591,3,1345359600,1
592,3,1345363200,0
593,3,1345366800,0
594,3,1345370400,1
595,3,1345374000,0
596,3,1345377600,1
597,3,1345381200,0
598,3,1345384800,0
599,3,1345388400,0
600,3,1345392000,0
601,3,1345395600,0
602,3,1345399200,0
603,3,1345402800,1
604,3,1345406400,0
605,3,1345410000,0
606,3,1345413600,0
607,3,1345417200,0
608,3,1345420800,0
609,3,1345424400,1
610,3,1345428000,0
611,3,1345431600,0
612,3,1345435200,0
613,3,1345438800,1
614,3,1345442400,1
615,3,1345446000,0
616,3,1345449600,0
617,3,1345453200,1
618,3,1345456800,2
619,3,1345460400,1
620,3,1345464000,2
621,3,1345467600,1
622,3,1345471200,1
623,3,1345474800,1
624,3,1345478400,0
625,3,1345482000,0
626,3,1345485600,0
627,3,1345489200,0
628,3,1345492800,0
629,3,1345496400,0
630,3,1345500000,0
631,3,1345503600,0
632,3,1345507200,1
633,3,1345510800,0
634,3,1345514400,0
635,3,1345518000,1
636,3,1345521600,1
637,3,1345525200,0
638,3,1345528800,2
639,3,1345532400,2
640,3,1345536000,1
641,3,1345539600,1
642,3,1345543200,1
643,3,1345546800,2
644,3,1345550400,1
645,3,1345554000,1
646,3,1345557600,1
647,3,1345561200,1
648,3,1345564800,0
649,3,1345568400,1
650,3,1345572000,0
651,3,1345575600,1
652,3,1345579200,0
653,3,1345582800,0
654,3,1345586400,0
655,3,1345590000,0
656,3,1345593600,1
657,3,1345597200,0
658,3,1345600800,0
659,3,1345604400,1
660,3,1345608000,1
661,3,1345611600,0
662,3,1345615200,2
663,3,1345618800,2
664,3,1345622400,1
665,3,1345626000,1
666,3,1345629600,1
667,3,1345633200,2
668,3,1345636800,1
669,3,1345640400,1
670,3,1345644000,0
671,3,1345647600,1
672,3,1345651200,0
673,3,1345654800,0
674,3,1345658400,0
675,3,1345662000,1
676,3,1345665600,0
677,3,1345669200,0
678,3,1345672800,0
679,3,1345676400,0
680,3,1345680000,1
681,3,1345683600,1
682,3,1345687200,0
683,3,1345690800,1
684,3,1345694400,1
685,3,1345698000,1
686,3,1345701600,1
687,3,1345705200,0
688,3,1345708800,0
689,3,1345712400,1
690,3,1345716000,0
691,3,1345719600,1
692,3,1345723200,1
693,3,1345726800,1
694,3,1345730400,1
695,3,1345734000,1
696,3,1345737600,0
697,3,1345741200,0
698,3,1345744800,0
699,3,1345748400,1
700,3,1345752000,0
701,3,1345755600,0
702,3,1345759200,0
703,3,1345762800,0
704,3,1345766400,1
705,3,1345770000,0
706,3,1345773600,0
707,3,1345777200,0
708,3,1345780800,1
709,3,1345784400,2
710,3,1345788000,2
711,3,1345791600,2
712,3,1345795200,1
713,3,1345798800,1
714,3,1345802400,0
715,3,1345806000,1
716,3,1345809600,2
717,3,1345813200,1
718,3,1345816800,1
719,3,1345820400,1
720,3,1345824000,2
721,3,1345827600,0
722,3,1345831200,0
723,3,1345834800,0
724,3,1345838400,0
725,3,1345842000,0
726,3,1345845600,1
727,3,1345849200,0
728,3,1345852800,0
729,3,1345856400,0
730,3,1345860000,1
731,3,1345863600,1
732,3,1345867200,0
733,3,1345870800,1
734,3,1345874400,0
735,3,1345878000,1
736,3,1345881600,0
737,3,1345885200,0
738,3,1345888800,1
739,3,1345892400,0
740,3,1345896000,1
741,3,1345899600,1
742,3,1345903200,2
743,3,1345906800,0
744,3,1345910400,2
745,3,1345914000,0
746,3,1345917600,0
747,3,1345921200,0
748,3,1345924800,0
749,3,1345928400,1
750,3,1345932000,0
751,3,1345935600,1
752,3,1345939200,0
753,3,1345942800,0
754,3,1345946400,1
755,3,1345950000,1
756,3,1345953600,0
757,3,1345957200,1
758,3,1345960800,0
759,3,1345964400,1
760,3,1345968000,0
761,3,1345971600,0
762,3,1345975200,1
763,3,1345978800,0
764,3,1345982400,1
765,3,1345986000,1
766,3,1345989600,2
767,3,1345993200,0
768,4,1345305600,0
769,4,1345309200,0
770,4,1345312800,0
771,4,1345316400,1
772,4,1345320000,3
773,4,1345323600,1
774,4,1345327200,3
775,4,1345330800,4
776,4,1345334400,6
777,4,1345338000,4
778,4,1345341600,2
779,4,1345345200,4
780,4,1345348800,3
781,4,1345352400,4
782,4,1345356000,3
783,4,1345359600,3
784,4,1345363200,3
785,4,1345366800,3
786,4,1345370400,4
787,4,1345374000,4
788,4,1345377600,3
789,4,1345381200,3
790,4,1345384800,2
791,4,1345388400,2
792,4,1345392000,1
793,4,1345395600,1
794,4,1345399200,1
795,4,1345402800,1
796,4,1345406400,1
797,4,1345410000,1
798,4,1345413600,1
799,4,1345417200,5
800,4,1345420800,7
801,4,1345424400,5
802,4,1345428000,10
803,4,1345431600,9
804,4,1345435200,8
805,4,1345438800,5
806,4,1345442400,8
807,4,1345446000,8
808,4,1345449600,7
809,4,1345453200,5
810,4,1345456800,3
811,4,1345460400,2
812,4,1345464000,2
813,4,1345467600,3
814,4,1345471200,3
815,4,1345474800,4
816,4,1345478400,1
817,4,1345482000,1
818,4,1345485600,2
819,4,1345489200,1
820,4,1345492800,1
821,4,1345496400,1
822,4,1345500000,2
823,4,1345503600,2
824,4,1345507200,4
825,4,1345510800,4
826,4,1345514400,6
827,4,1345518000,6
828,4,1345521600,4
829,4,1345525200,2
830,4,1345528800,4
831,4,1345532400,3
832,4,1345536000,4
833,4,1345539600,3
834,4,1345543200,3
835,4,1345546800,3
836,4,1345550400,2
837,4,1345554000,3
838,4,1345557600,3
839,4,1345561200,2
840,4,1345564800,1
841,4,1345568400,1
842,4,1345572000,2
843,4,1345575600,1
844,4,1345579200,1
845,4,1345582800,1
846,4,1345586400,1
847,4,1345590000,3
848,4,1345593600,1
849,4,1345597200,3
850,4,1345600800,4
851,4,1345604400,6
852,4,1345608000,4
853,4,1345611600,2
854,4,1345615200,4
855,4,1345618800,3
856,4,1345622400,1
857,4,1345626000,3
858,4,1345629600,3
859,4,1345633200,3
860,4,1345636800,3
861,4,1345640400,4
862,4,1345644000,4
863,4,1345647600,3
864,4,1345651200,1
865,4,1345654800,1
866,4,1345658400,1
867,4,1345662000,0
868,4,1345665600,0
869,4,1345669200,1
870,4,1345672800,2
871,4,1345676400,3
872,4,1345680000,2
873,4,1345683600,2
874,4,1345687200,1
875,4,1345690800,2
876,4,1345694400,5
877,4,1345698000,3
878,4,1345701600,3
879,4,1345705200,6
880,4,1345708800,7
881,4,1345712400,7
882,4,1345716000,5
883,4,1345719600,1
884,4,1345723200,3
885,4,1345726800,4
886,4,1345730400,3
887,4,1345734000,3
888,4,1345737600,1
889,4,1345741200,1
890,4,1345744800,1
891,4,1345748400,1
892,4,1345752000,0
893,4,1345755600,0
894,4,1345759200,0
895,4,1345762800,4
896,4,1345766400,7
897,4,1345770000,9
898,4,1345773600,10
899,4,1345777200,9
900,4,1345780800,10
901,4,1345784400,8
902,4,1345788000,8
903,4,1345791600,7
904,4,1345795200,8
905,4,1345798800,7
906,4,1345802400,3
907,4,1345806000,2
908,4,1345809600,2
909,4,1345813200,3
910,4,1345816800,3
911,4,1345820400,3
912,4,1345824000,0
913,4,1345827600,0
914,4,1345831200,0
915,4,1345834800,1
916,4,1345838400,3
917,4,1345842000,1
918,4,1345845600,3
919,4,1345849200,4
920,4,1345852800,6
921,4,1345856400,5
922,4,1345860000,3
923,4,1345863600,3
924,4,1345867200,3
925,4,1345870800,4
926,4,1345874400,3
927,4,1345878000,3
928,4,1345881600,3
929,4,1345885200,3
930,4,1345888800,4
931,4,1345892400,4
932,4,1345896000,3
933,4,1345899600,3
934,4,1345903200,2
935,4,1345906800,2
936,4,1345910400,0
937,4,1345914000,0
938,4,1345917600,0
939,4,1345921200,1
940,4,1345924800,3
941,4,1345928400,1
942,4,1345932000,3
943,4,1345935600,4
944,4,1345939200,6
945,4,1345942800,5
946,4,1345946400,3
947,4,1345950000,3
948,4,1345953600,3
949,4,1345957200,5
950,4,1345960800,3
951,4,1345964400,3
952,4,1345968000,3
953,4,1345971600,3
954,4,1345975200,4
955,4,1345978800,4
956,4,1345982400,3
957,4,1345986000,3
958,4,1345989600,2
959,4,1345993200,2
960,5,1345305600,0
961,5,1345309200,0
962,5,1345312800,0
963,5,1345316400,0
964,5,1345320000,1
965,5,1345323600,3
966,5,1345327200,2
967,5,1345330800,3
968,5,1345334400,2
969,5,1345338000,3
970,5,1345341600,2
971,5,1345345200,2
972,5,1345348800,2
973,5,1345352400,2
974,5,1345356000,2
975,5,1345359600,3
976,5,1345363200,2
977,5,1345366800,1
978,5,1345370400,1
979,5,1345374000,3
980,5,1345377600,2
981,5,1345381200,0
982,5,1345384800,1
983,5,1345388400,0
984,5,1345392000,1
985,5,1345395600,1
986,5,1345399200,0
987,5,1345402800,0
988,5,1345406400,1
989,5,1345410000,1
990,5,1345413600,0
991,5,1345417200,1
992,5,1345420800,4
993,5,1345424400,2
994,5,1345428000,2
995,5,1345431600,2
996,5,1345435200,3
997,5,1345438800,4
998,5,1345442400,6
999,5,1345446000,5
1000,5,1345449600,3
1001,5,1345453200,3
1002,5,1345456800,3
1003,5,1345460400,3
1004,5,1345464000,2
1005,5,1345467600,2
1006,5,1345471200,3
1007,5,1345474800,2
1008,5,1345478400,1
1009,5,1345482000,1
1010,5,1345485600,0
1011,5,1345489200,0
1012,5,1345492800,0
1013,5,1345496400,0
1014,5,1345500000,0
1015,5,1345503600,1
1016,5,1345507200,4
1017,5,1345510800,6
1018,5,1345514400,6
1019,5,1345518000,5
1020,5,1345521600,4
1021,5,1345525200,5
1022,5,1345528800,4
1023,5,1345532400,2
1024,5,1345536000,1
1025,5,1345539600,4
1026,5,1345543200,3
1027,5,1345546800,2
1028,5,1345550400,1
1029,5,1345554000,1
1030,5,1345557600,1
1031,5,1345561200,0
1032,5,1345564800,1
1033,5,1345568400,1
1034,5,1345572000,0
1035,5,1345575600,0
1036,5,1345579200,0
1037,5,1345582800,0
1038,5,1345586400,0
1039,5,1345590000,2
1040,5,1345593600,4
1041,5,1345597200,2
1042,5,1345600800,2
1043,5,1345604400,2
1044,5,1345608000,3
1045,5,1345611600,4
1046,5,1345615200,5
1047,5,1345618800,4
1048,5,1345622400,4
1049,5,1345626000,5
1050,5,1345629600,3
1051,5,1345633200,1
1052,5,1345636800,2
1053,5,1345640400,2
1054,5,1345644000,1
1055,5,1345647600,1
1056,5,1345651200,1
1057,5,1345654800,1
1058,5,1345658400,0
1059,5,1345662000,0
1060,5,1345665600,0
1061,5,1345669200,0
1062,5,1345672800,1
1063,5,1345676400,3
1064,5,1345680000,5
1065,5,1345683600,3
1066,5,1345687200,4
1067,5,1345690800,3
1068,5,1345694400,3
1069,5,1345698000,4
1070,5,1345701600,6
1071,5,1345705200,5
1072,5,1345708800,3
1073,5,1345712400,3
1074,5,1345716000,3
1075,5,1345719600,2
1076,5,1345723200,2
1077,5,1345726800,2
1078,5,1345730400,1
1079,5,1345734000,0
1080,5,1345737600,1
1081,5,1345741200,1
1082,5,1345744800,0
1083,5,1345748400,0
1084,5,1345752000,0
1085,5,1345755600,0
1086,5,1345759200,0
1087,5,1345762800,1
1088,5,1345766400,4
1089,5,1345770000,6
1090,5,1345773600,6
1091,5,1345777200,6
1092,5,1345780800,4
1093,5,1345784400,4
1094,5,1345788000,6
1095,5,1345791600,5
1096,5,1345795200,4
1097,5,1345798800,5
1098,5,1345802400,3
1099,5,1345806000,1
1100,5,1345809600,2
1101,5,1345813200,2
1102,5,1345816800,1
1103,5,1345820400,1
1104,5,1345824000,0
1105,5,1345827600,0
1106,5,1345831200,0
1107,5,1345834800,0
1108,5,1345838400,1
1109,5,1345842000,3
1110,5,1345845600,2
1111,5,1345849200,1
1112,5,1345852800,1
1113,5,1345856400,2
1114,5,1345860000,3
1115,5,1345863600,1
1116,5,1345867200,2
1117,5,1345870800,2
1118,5,1345874400,2
1119,5,1345878000,3
1120,5,1345881600,2
1121,5,1345885200,1
1122,5,1345888800,1
1123,5,1345892400,3
1124,5,1345896000,2
1125,5,1345899600,0
1126,5,1345903200,1
1127,5,1345906800,0
1128,5,1345910400,0
1129,5,1345914000,0
1130,5,1345917600,0
1131,5,1345921200,0
1132,5,1345924800,1
1133,5,1345928400,4
1134,5,1345932000,2
1135,5,1345935600,1
1136,5,1345939200,1
1137,5,1345942800,2
1138,5,1345946400,3
1139,5,1345950000,1
1140,5,1345953600,2
1141,5,1345957200,1
1142,5,1345960800,4
1143,5,1345964400,3
1144,5,1345968000,2
1145,5,1345971600,1
1146,5,1345975200,1
1147,5,1345978800,3
1148,5,1345982400,2
1149,5,1345986000,0
1150,5,1345989600,1
1151,5,1345993200,0
1152,6,1345305600,1
1153,6,1345309200,0
1154,6,1345312800,1
1155,6,1345316400,1
1156,6,1345320000,2
1157,6,1345323600,2
1158,6,1345327200,2
1159,6,1345330800,2
1160,6,1345334400,2
1161,6,1345338000,2
1162,6,1345341600,2
1163,6,1345345200,1
1164,6,1345348800,2
1165,6,1345352400,3
1166,6,1345356000,1
1167,6,1345359600,2
1168,6,1345363200,1
1169,6,1345366800,3
1170,6,1345370400,4
1171,6,1345374000,4
1172,6,1345377600,3
1173,6,1345381200,2
1174,6,1345384800,1
1175,6,1345388400,1
1176,6,1345392000,1
1177,6,1345395600,1
1178,6,1345399200,1
1179,6,1345402800,1
1180,6,1345406400,0
1181,6,1345410000,1
1182,6,1345413600,1
1183,6,1345417200,1
1184,6,1345420800,4
1185,6,1345424400,4
1186,6,1345428000,4
1187,6,1345431600,1
1188,6,1345435200,3
1189,6,1345438800,2
1190,6,1345442400,2
1191,6,1345446000,2
1192,6,1345449600,1
1193,6,1345453200,4
1194,6,1345456800,3
1195,6,1345460400,2
1196,6,1345464000,2
1197,6,1345467600,3
1198,6,1345471200,3
1199,6,1345474800,1
1200,6,1345478400,1
1201,6,1345482000,1
1202,6,1345485600,0
1203,6,1345489200,0
1204,6,1345492800,0
1205,6,1345496400,1
1206,6,1345500000,0
1207,6,1345503600,1
1208,6,1345507200,4
1209,6,1345510800,2
1210,6,1345514400,2
1211,6,1345518000,2
1212,6,1345521600,1
1213,6,1345525200,1
1214,6,1345528800,2
1215,6,1345532400,2
1216,6,1345536000,1
1217,6,1345539600,1
1218,6,1345543200,2
1219,6,1345546800,1
1220,6,1345550400,3
1221,6,1345554000,4
1222,6,1345557600,4
1223,6,1345561200,3
1224,6,1345564800,1
1225,6,1345568400,1
1226,6,1345572000,0
1227,6,1345575600,1
1228,6,1345579200,1
1229,6,1345582800,0
1230,6,1345586400,2
1231,6,1345590000,3
1232,6,1345593600,4
1233,6,1345597200,2
1234,6,1345600800,3
1235,6,1345604400,3
1236,6,1345608000,3
1237,6,1345611600,2
1238,6,1345615200,3
1239,6,1345618800,1
1240,6,1345622400,3
1241,6,1345626000,1
1242,6,1345629600,2
1243,6,1345633200,1
1244,6,1345636800,3
1245,6,1345640400,2
1246,6,1345644000,2
1247,6,1345647600,1
