Unnamed: 0,bs,time_hour,users
210,1,1345370400,2
211,1,1345374000,2
212,1,1345377600,2
213,1,1345381200,2
214,1,1345384800,2
215,1,1345388400,2
216,1,1345392000,2
217,1,1345395600,2
218,1,1345399200,0
219,1,1345402800,0
220,1,1345406400,2
221,1,1345410000,2
222,1,1345413600,2
223,1,1345417200,2
224,1,1345420800,2
225,1,1345424400,2
226,1,1345428000,4
227,1,1345431600,4
228,1,1345435200,4
229,1,1345438800,2
230,1,1345442400,4
231,1,1345446000,2
232,1,1345449600,2
233,1,1345453200,2
234,1,1345456800,2
235,1,1345460400,2
236,1,1345464000,2
237,1,1345467600,4
238,1,1345471200,4
239,1,1345474800,2
240,1,1345478400,2
241,1,1345482000,2
242,1,1345485600,0
243,1,1345489200,0
244,1,1345492800,2
245,1,1345496400,0
246,1,1345500000,2
247,1,1345503600,2
248,1,1345507200,2
249,1,1345510800,0
250,1,1345514400,2
251,1,1345518000,4
252,1,1345521600,4
253,1,1345525200,4
254,1,1345528800,2
255,1,1345532400,4
256,1,1345536000,4
257,1,1345539600,2
258,1,1345543200,6
259,1,1345546800,2
260,1,1345550400,4
261,1,1345554000,2
262,1,1345557600,4
263,1,1345561200,2
264,1,1345564800,2
265,1,1345568400,2
266,1,1345572000,0
267,1,1345575600,0
268,1,1345579200,0
269,1,1345582800,2
270,1,1345586400,0
271,1,1345590000,4
272,1,1345593600,2
273,1,1345597200,0
274,1,1345600800,2
275,1,1345604400,2
276,1,1345608000,2
277,1,1345611600,2
278,1,1345615200,4
279,1,1345618800,6
280,1,1345622400,2
281,1,1345626000,2
282,1,1345629600,2
283,1,1345633200,4
284,1,1345636800,4
285,1,1345640400,2
286,1,1345644000,0
287,1,1345647600,2
288,1,1345651200,2
289,1,1345654800,2
290,1,1345658400,0
291,1,1345662000,0
292,1,1345665600,0
293,1,1345669200,2
294,1,1345672800,0
295,1,1345676400,4
296,1,1345680000,4
297,1,1345683600,4
298,1,1345687200,2
299,1,1345690800,2
300,1,1345694400,2
301,1,1345698000,2
302,1,1345701600,2
303,1,1345705200,4
304,1,1345708800,4
305,1,1345712400,2
306,1,1345716000,2
307,1,1345719600,4
308,1,1345723200,2
309,1,1345726800,4
310,1,1345730400,4
311,1,1345734000,2
312,1,1345737600,2
313,1,1345741200,2
314,1,1345744800,2
315,1,1345748400,0
316,1,1345752000,0
317,1,1345755600,2
318,1,1345759200,2
319,1,1345762800,4
320,1,1345766400,4
321,1,1345770000,4
322,1,1345773600,2
323,1,1345777200,2
324,1,1345780800,2
325,1,1345784400,2
326,1,1345788000,4
327,1,1345791600,6
328,1,1345795200,2
329,1,1345798800,2
330,1,1345802400,2
331,1,1345806000,2
332,1,1345809600,2
333,1,1345813200,4
334,1,1345816800,2
335,1,1345820400,0
336,1,1345824000,0
337,1,1345827600,0
338,1,1345831200,0
339,1,1345834800,2
340,1,1345838400,0
341,1,1345842000,4
342,1,1345845600,4
343,1,1345849200,6
344,1,1345852800,4
345,1,1345856400,0
346,1,1345860000,2
347,1,1345863600,0
348,1,1345867200,2
349,1,1345870800,4
350,1,1345874400,2
351,1,1345878000,6
352,1,1345881600,2
353,1,1345885200,2
354,1,1345888800,2
355,1,1345892400,2
356,1,1345896000,2
357,1,1345899600,2
358,1,1345903200,2
359,1,1345906800,2
360,1,1345910400,0
361,1,1345914000,0
362,1,1345917600,2
363,1,1345921200,2
364,1,1345924800,0
365,1,1345928400,4
366,1,1345932000,2
367,1,1345935600,4
368,1,1345939200,4
369,1,1345942800,4
370,1,1345946400,4
371,1,1345950000,2
372,1,1345953600,2
373,1,1345957200,4
374,1,1345960800,2
375,1,1345964400,6
376,1,1345968000,2
377,1,1345971600,2
378,1,1345975200,2
379,1,1345978800,2
380,1,1345982400,2
381,1,1345986000,2
382,1,1345989600,2
383,1,1345993200,2
384,2,1345305600,0
385,2,1345309200,0
386,2,1345312800,0
387,2,1345316400,2
388,2,1345320000,2
389,2,1345323600,2
390,2,1345327200,0
391,2,1345330800,2
392,2,1345334400,2
393,2,1345338000,2
394,2,1345341600,0
395,2,1345345200,2
396,2,1345348800,2
397,2,1345352400,4
398,2,1345356000,4
399,2,1345359600,2
400,2,1345363200,2
401,2,1345366800,2
402,2,1345370400,4
403,2,1345374000,2
404,2,1345377600,2
405,2,1345381200,0
406,2,1345384800,0
407,2,1345388400,0
408,2,1345392000,0
409,2,1345395600,0
410,2,1345399200,0
411,2,1345402800,0
412,2,1345406400,0
413,2,1345410000,0
414,2,1345413600,2
415,2,1345417200,2
416,2,1345420800,4
417,2,1345424400,2
418,2,1345428000,4
419,2,1345431600,2
420,2,1345435200,4
421,2,1345438800,4
422,2,1345442400,4
423,2,1345446000,2
424,2,1345449600,0
425,2,1345453200,4
426,2,1345456800,6
427,2,1345460400,4
428,2,1345464000,4
429,2,1345467600,6
430,2,1345471200,4
431,2,1345474800,2
432,2,1345478400,0
433,2,1345482000,0
434,2,1345485600,0
435,2,1345489200,2
436,2,1345492800,2
437,2,1345496400,2
438,2,1345500000,4
439,2,1345503600,2
440,2,1345507200,4
441,2,1345510800,2
442,2,1345514400,2
443,2,1345518000,0
444,2,1345521600,2
445,2,1345525200,0
446,2,1345528800,2
447,2,1345532400,4
448,2,1345536000,6
449,2,1345539600,6
450,2,1345543200,4
451,2,1345546800,2
452,2,1345550400,2
453,2,1345554000,0
454,2,1345557600,4
455,2,1345561200,2
456,2,1345564800,0
457,2,1345568400,0
458,2,1345572000,0
459,2,1345575600,0
460,2,1345579200,0
461,2,1345582800,0
462,2,1345586400,2
463,2,1345590000,2
464,2,1345593600,4
465,2,1345597200,2
466,2,1345600800,2
467,2,1345604400,2
468,2,1345608000,2
469,2,1345611600,2
470,2,1345615200,2
471,2,1345618800,2
472,2,1345622400,2
473,2,1345626000,2
474,2,1345629600,4
475,2,1345633200,2
476,2,1345636800,2
477,2,1345640400,0
478,2,1345644000,4
479,2,1345647600,2
480,2,1345651200,0
481,2,1345654800,0
482,2,1345658400,0
483,2,1345662000,0
484,2,1345665600,0
485,2,1345669200,0
486,2,1345672800,0
487,2,1345676400,2
488,2,1345680000,4
489,2,1345683600,2
490,2,1345687200,0
491,2,1345690800,0
492,2,1345694400,2
493,2,1345698000,2
494,2,1345701600,2
495,2,1345705200,6
496,2,1345708800,2
497,2,1345712400,2
498,2,1345716000,4
499,2,1345719600,2
500,2,1345723200,2
501,2,1345726800,4
502,2,1345730400,2
503,2,1345734000,2
504,2,1345737600,0
505,2,1345741200,0
506,2,1345744800,0
507,2,1345748400,0
508,2,1345752000,0
509,2,1345755600,0
510,2,1345759200,0
511,2,1345762800,0
512,2,1345766400,0
513,2,1345770000,2
514,2,1345773600,2
515,2,1345777200,2
516,2,1345780800,2
517,2,1345784400,2
518,2,1345788000,2
519,2,1345791600,4
520,2,1345795200,6
521,2,1345798800,6
522,2,1345802400,4
523,2,1345806000,2
524,2,1345809600,2
525,2,1345813200,4
526,2,1345816800,4
527,2,1345820400,2
528,2,1345824000,0
529,2,1345827600,0
530,2,1345831200,0
531,2,1345834800,0
532,2,1345838400,0
533,2,1345842000,0
534,2,1345845600,2
535,2,1345849200,4
536,2,1345852800,2
537,2,1345856400,2
538,2,1345860000,0
539,2,1345863600,2
540,2,1345867200,2
541,2,1345870800,4
542,2,1345874400,4
543,2,1345878000,2
544,2,1345881600,2
545,2,1345885200,2
546,2,1345888800,4
547,2,1345892400,2
548,2,1345896000,2
549,2,1345899600,0
550,2,1345903200,0
551,2,1345906800,0
552,2,1345910400,0
553,2,1345914000,0
554,2,1345917600,0
555,2,1345921200,2
556,2,1345924800,2
557,2,1345928400,2
558,2,1345932000,0
559,2,1345935600,2
560,2,1345939200,2
561,2,1345942800,2
562,2,1345946400,0
563,2,1345950000,2
564,2,1345953600,2
565,2,1345957200,4
566,2,1345960800,4
567,2,1345964400,2
568,2,1345968000,2
569,2,1345971600,2
570,2,1345975200,4
571,2,1345978800,2
572,2,1345982400,2
573,2,1345986000,0
574,2,1345989600,0
575,2,1345993200,0
576,3,1345305600,0
577,3,1345309200,0
578,3,1345312800,0
579,3,1345316400,0
580,3,1345320000,2
581,3,1345323600,4
582,3,1345327200,4
583,3,1345330800,8
584,3,1345334400,6
585,3,1345338000,4
586,3,1345341600,4
587,3,1345345200,4
588,3,1345348800,4
589,3,1345352400,6
590,3,1345356000,4
591,3,1345359600,10
592,3,1345363200,4
593,3,1345366800,4
594,3,1345370400,2
595,3,1345374000,2
596,3,1345377600,2
597,3,1345381200,4
598,3,1345384800,0
599,3,1345388400,0
600,3,1345392000,0
601,3,1345395600,0
602,3,1345399200,0
603,3,1345402800,0
604,3,1345406400,0
605,3,1345410000,0
606,3,1345413600,0
607,3,1345417200,2
608,3,1345420800,6
609,3,1345424400,2
610,3,1345428000,6
611,3,1345431600,4
612,3,1345435200,6
613,3,1345438800,4
614,3,1345442400,6
615,3,1345446000,6
616,3,1345449600,4
617,3,1345453200,4
618,3,1345456800,10
619,3,1345460400,8
620,3,1345464000,4
621,3,1345467600,6
622,3,1345471200,4
623,3,1345474800,2
624,3,1345478400,0
625,3,1345482000,0
626,3,1345485600,2
627,3,1345489200,0
628,3,1345492800,0
629,3,1345496400,0
630,3,1345500000,2
631,3,1345503600,6
632,3,1345507200,8
633,3,1345510800,6
634,3,1345514400,6
635,3,1345518000,6
636,3,1345521600,4
637,3,1345525200,6
638,3,1345528800,4
639,3,1345532400,6
640,3,1345536000,4
641,3,1345539600,4
642,3,1345543200,10
643,3,1345546800,8
644,3,1345550400,6
645,3,1345554000,4
646,3,1345557600,2
647,3,1345561200,0
648,3,1345564800,0
649,3,1345568400,2
650,3,1345572000,0
651,3,1345575600,0
652,3,1345579200,0
653,3,1345582800,0
654,3,1345586400,0
655,3,1345590000,6
656,3,1345593600,6
657,3,1345597200,2
658,3,1345600800,6
659,3,1345604400,2
660,3,1345608000,4
661,3,1345611600,4
662,3,1345615200,4
663,3,1345618800,2
664,3,1345622400,6
665,3,1345626000,6
666,3,1345629600,8
667,3,1345633200,6
668,3,1345636800,6
669,3,1345640400,4
670,3,1345644000,2
671,3,1345647600,0
672,3,1345651200,0
673,3,1345654800,0
674,3,1345658400,2
675,3,1345662000,0
676,3,1345665600,0
677,3,1345669200,0
678,3,1345672800,0
679,3,1345676400,2
680,3,1345680000,4
681,3,1345683600,4
682,3,1345687200,6
683,3,1345690800,6
684,3,1345694400,4
685,3,1345698000,6
686,3,1345701600,4
687,3,1345705200,6
688,3,1345708800,6
689,3,1345712400,6
690,3,1345716000,10
691,3,1345719600,8
692,3,1345723200,4
693,3,1345726800,6
694,3,1345730400,4
695,3,1345734000,0
696,3,1345737600,0
697,3,1345741200,2
698,3,1345744800,0
699,3,1345748400,0
700,3,1345752000,0
701,3,1345755600,0
702,3,1345759200,0
703,3,1345762800,6
704,3,1345766400,8
705,3,1345770000,6
706,3,1345773600,6
707,3,1345777200,2
708,3,1345780800,4
709,3,1345784400,2
710,3,1345788000,4
711,3,1345791600,4
712,3,1345795200,6
713,3,1345798800,4
714,3,1345802400,6
715,3,1345806000,4
716,3,1345809600,8
717,3,1345813200,6
718,3,1345816800,4
719,3,1345820400,0
720,3,1345824000,0
721,3,1345827600,0
722,3,1345831200,0
723,3,1345834800,0
724,3,1345838400,0
725,3,1345842000,4
726,3,1345845600,4
727,3,1345849200,8
728,3,1345852800,6
729,3,1345856400,4
730,3,1345860000,6
731,3,1345863600,4
732,3,1345867200,4
733,3,1345870800,6
734,3,1345874400,4
735,3,1345878000,6
736,3,1345881600,4
737,3,1345885200,2
738,3,1345888800,4
739,3,1345892400,4
740,3,1345896000,0
741,3,1345899600,0
742,3,1345903200,0
743,3,1345906800,0
744,3,1345910400,0
745,3,1345914000,0
746,3,1345917600,0
747,3,1345921200,0
748,3,1345924800,2
749,3,1345928400,4
750,3,1345932000,4
751,3,1345935600,6
752,3,1345939200,2
753,3,1345942800,4
754,3,1345946400,4
755,3,1345950000,4
756,3,1345953600,4
757,3,1345957200,6
758,3,1345960800,4
759,3,1345964400,6
760,3,1345968000,4
761,3,1345971600,2
762,3,1345975200,4
763,3,1345978800,4
764,3,1345982400,0
765,3,1345986000,0
766,3,1345989600,0
767,3,1345993200,0
768,4,1345305600,4
769,4,1345309200,0
770,4,1345312800,0
771,4,1345316400,0
772,4,1345320000,0
773,4,1345323600,2
774,4,1345327200,0
775,4,1345330800,2
776,4,1345334400,0
777,4,1345338000,2
778,4,1345341600,2
779,4,1345345200,2
780,4,1345348800,4
781,4,1345352400,2
782,4,1345356000,0
783,4,1345359600,2
784,4,1345363200,0
785,4,1345366800,0
786,4,1345370400,2
787,4,1345374000,0
788,4,1345377600,2
789,4,1345381200,0
790,4,1345384800,0
791,4,1345388400,0
792,4,1345392000,0
793,4,1345395600,0
794,4,1345399200,0
795,4,1345402800,2
796,4,1345406400,0
797,4,1345410000,0
798,4,1345413600,0
799,4,1345417200,0
800,4,1345420800,0
801,4,1345424400,2
802,4,1345428000,0
803,4,1345431600,0
804,4,1345435200,0
805,4,1345438800,2
806,4,1345442400,2
807,4,1345446000,0
808,4,1345449600,0
809,4,1345453200,2
810,4,1345456800,4
811,4,1345460400,2
812,4,1345464000,4
813,4,1345467600,2
814,4,1345471200,2
815,4,1345474800,2
816,4,1345478400,0
817,4,1345482000,0
818,4,1345485600,0
819,4,1345489200,0
820,4,1345492800,0
821,4,1345496400,0
822,4,1345500000,0
823,4,1345503600,0
824,4,1345507200,2
825,4,1345510800,0
826,4,1345514400,0
827,4,1345518000,2
828,4,1345521600,2
829,4,1345525200,0
830,4,1345528800,4
831,4,1345532400,4
832,4,1345536000,2
833,4,1345539600,2
834,4,1345543200,2
835,4,1345546800,4
836,4,1345550400,2
837,4,1345554000,2
838,4,1345557600,2
839,4,1345561200,2
840,4,1345564800,0
841,4,1345568400,2
842,4,1345572000,0
843,4,1345575600,2
844,4,1345579200,0
845,4,1345582800,0
846,4,1345586400,0
847,4,1345590000,0
848,4,1345593600,2
849,4,1345597200,0
850,4,1345600800,0
851,4,1345604400,2
852,4,1345608000,2
853,4,1345611600,0
854,4,1345615200,4
855,4,1345618800,4
856,4,1345622400,2
857,4,1345626000,2
858,4,1345629600,2
859,4,1345633200,4
860,4,1345636800,2
861,4,1345640400,2
862,4,1345644000,0
863,4,1345647600,2
864,4,1345651200,0
865,4,1345654800,0
866,4,1345658400,0
867,4,1345662000,2
868,4,1345665600,0
869,4,1345669200,0
870,4,1345672800,0
871,4,1345676400,0
872,4,1345680000,2
873,4,1345683600,2
874,4,1345687200,0
875,4,1345690800,2
876,4,1345694400,2
877,4,1345698000,2
878,4,1345701600,2
879,4,1345705200,0
880,4,1345708800,0
881,4,1345712400,2
882,4,1345716000,0
883,4,1345719600,2
884,4,1345723200,2
885,4,1345726800,2
886,4,1345730400,2
887,4,1345734000,2
888,4,1345737600,0
889,4,1345741200,0
890,4,1345744800,0
891,4,1345748400,2
892,4,1345752000,0
893,4,1345755600,0
894,4,1345759200,0
895,4,1345762800,0
896,4,1345766400,2
897,4,1345770000,0
898,4,1345773600,0
899,4,1345777200,0
900,4,1345780800,2
901,4,1345784400,4
902,4,1345788000,4
903,4,1345791600,4
904,4,1345795200,2
905,4,1345798800,2
906,4,1345802400,0
907,4,1345806000,2
908,4,1345809600,4
909,4,1345813200,2
910,4,1345816800,2
911,4,1345820400,2
912,4,1345824000,4
913,4,1345827600,0
914,4,1345831200,0
915,4,1345834800,0
916,4,1345838400,0
917,4,1345842000,0
918,4,1345845600,2
919,4,1345849200,0
920,4,1345852800,0
921,4,1345856400,0
922,4,1345860000,2
923,4,1345863600,2
924,4,1345867200,0
925,4,1345870800,2
926,4,1345874400,0
927,4,1345878000,2
928,4,1345881600,0
929,4,1345885200,0
930,4,1345888800,2
931,4,1345892400,0
932,4,1345896000,2
933,4,1345899600,2
934,4,1345903200,4
935,4,1345906800,0
936,4,1345910400,4
937,4,1345914000,0
938,4,1345917600,0
939,4,1345921200,0
940,4,1345924800,0
941,4,1345928400,2
942,4,1345932000,0
943,4,1345935600,2
944,4,1345939200,0
945,4,1345942800,0
946,4,1345946400,2
947,4,1345950000,2
948,4,1345953600,0
949,4,1345957200,2
950,4,1345960800,0
951,4,1345964400,2
952,4,1345968000,0
953,4,1345971600,0
954,4,1345975200,2
955,4,1345978800,0
956,4,1345982400,2
957,4,1345986000,2
958,4,1345989600,4
959,4,1345993200,0
960,5,1345305600,0
961,5,1345309200,0
962,5,1345312800,0
963,5,1345316400,0
964,5,1345320000,0
965,5,1345323600,0
966,5,1345327200,2
967,5,1345330800,2
968,5,1345334400,2
969,5,1345338000,2
970,5,1345341600,2
971,5,1345345200,0
972,5,1345348800,0
973,5,1345352400,2
974,5,1345356000,2
975,5,1345359600,2
976,5,1345363200,2
977,5,1345366800,2
978,5,1345370400,4
979,5,1345374000,2
980,5,1345377600,2
981,5,1345381200,2
982,5,1345384800,0
983,5,1345388400,0
984,5,1345392000,2
985,5,1345395600,2
986,5,1345399200,0
987,5,1345402800,0
988,5,1345406400,0
989,5,1345410000,0
990,5,1345413600,0
991,5,1345417200,0
992,5,1345420800,2
993,5,1345424400,4
994,5,1345428000,4
995,5,1345431600,6
996,5,1345435200,4
997,5,1345438800,4
998,5,1345442400,2
999,5,1345446000,6
1000,5,1345449600,4
1001,5,1345453200,4
1002,5,1345456800,2
1003,5,1345460400,2
1004,5,1345464000,0
1005,5,1345467600,0
1006,5,1345471200,2
1007,5,1345474800,2
1008,5,1345478400,2
1009,5,1345482000,0
1010,5,1345485600,0
1011,5,1345489200,0
1012,5,1345492800,0
1013,5,1345496400,0
1014,5,1345500000,0
1015,5,1345503600,0
1016,5,1345507200,2
1017,5,1345510800,2
1018,5,1345514400,0
1019,5,1345518000,0
1020,5,1345521600,2
1021,5,1345525200,2
1022,5,1345528800,0
1023,5,1345532400,0
1024,5,1345536000,2
1025,5,1345539600,2
1026,5,1345543200,2
1027,5,1345546800,0
1028,5,1345550400,2
1029,5,1345554000,4
1030,5,1345557600,4
1031,5,1345561200,2
1032,5,1345564800,2
1033,5,1345568400,0
1034,5,1345572000,0
1035,5,1345575600,0
1036,5,1345579200,0
1037,5,1345582800,2
1038,5,1345586400,2
1039,5,1345590000,2
1040,5,1345593600,2
1041,5,1345597200,4
1042,5,1345600800,4
1043,5,1345604400,4
1044,5,1345608000,0
1045,5,1345611600,0
1046,5,1345615200,2
1047,5,1345618800,2
1048,5,1345622400,4
1049,5,1345626000,4
1050,5,1345629600,2
1051,5,1345633200,2
1052,5,1345636800,2
1053,5,1345640400,0
1054,5,1345644000,0
1055,5,1345647600,0
1056,5,1345651200,2
1057,5,1345654800,2
1058,5,1345658400,0
1059,5,1345662000,0
1060,5,1345665600,0
1061,5,1345669200,0
1062,5,1345672800,2
1063,5,1345676400,4
1064,5,1345680000,4
1065,5,1345683600,6
1066,5,1345687200,2
1067,5,1345690800,2
1068,5,1345694400,2
1069,5,1345698000,4
1070,5,1345701600,2
1071,5,1345705200,4
1072,5,1345708800,4
1073,5,1345712400,6
1074,5,1345716000,6
1075,5,1345719600,2
1076,5,1345723200,2
1077,5,1345726800,4
1078,5,1345730400,2
1079,5,1345734000,2
1080,5,1345737600,2
1081,5,1345741200,2
1082,5,1345744800,2
1083,5,1345748400,0
1084,5,1345752000,0
1085,5,1345755600,0
1086,5,1345759200,2
1087,5,1345762800,4
1088,5,1345766400,4
1089,5,1345770000,6
1090,5,1345773600,2
1091,5,1345777200,2
1092,5,1345780800,2
1093,5,1345784400,2
1094,5,1345788000,2
1095,5,1345791600,4
1096,5,1345795200,4
1097,5,1345798800,6
1098,5,1345802400,8
1099,5,1345806000,2
1100,5,1345809600,0
1101,5,1345813200,0
1102,5,1345816800,0
1103,5,1345820400,0
1104,5,1345824000,0
1105,5,1345827600,0
1106,5,1345831200,0
1107,5,1345834800,0
1108,5,1345838400,2
1109,5,1345842000,2
1110,5,1345845600,2
1111,5,1345849200,2
1112,5,1345852800,2
1113,5,1345856400,2
1114,5,1345860000,2
1115,5,1345863600,0
1116,5,1345867200,0
1117,5,1345870800,2
1118,5,1345874400,2
1119,5,1345878000,2
1120,5,1345881600,2
1121,5,1345885200,2
1122,5,1345888800,2
1123,5,1345892400,6
1124,5,1345896000,0
1125,5,1345899600,0
1126,5,1345903200,0
1127,5,1345906800,0
1128,5,1345910400,0
1129,5,1345914000,0
1130,5,1345917600,0
1131,5,1345921200,0
1132,5,1345924800,2
1133,5,1345928400,2
1134,5,1345932000,2
1135,5,1345935600,0
1136,5,1345939200,0
1137,5,1345942800,2
1138,5,1345946400,2
1139,5,1345950000,0
1140,5,1345953600,0
1141,5,1345957200,2
1142,5,1345960800,2
1143,5,1345964400,2
1144,5,1345968000,2
1145,5,1345971600,2
1146,5,1345975200,4
1147,5,1345978800,2
1148,5,1345982400,2
1149,5,1345986000,2
1150,5,1345989600,0
1151,5,1345993200,0
1152,6,1345305600,0
1153,6,1345309200,0
1154,6,1345312800,0
1155,6,1345316400,2
1156,6,1345320000,6
1157,6,1345323600,2
1158,6,1345327200,6
1159,6,1345330800,8
1160,6,1345334400,12
1161,6,1345338000,8
1162,6,1345341600,4
1163,6,1345345200,8
1164,6,1345348800,6
1165,6,1345352400,8
1166,6,1345356000,6
1167,6,1345359600,6
1168,6,1345363200,6
1169,6,1345366800,6
1170,6,1345370400,8
1171,6,1345374000,8
1172,6,1345377600,6
1173,6,1345381200,6
1174,6,1345384800,4
1175,6,1345388400,4
1176,6,1345392000,2
1177,6,1345395600,2
1178,6,1345399200,2
1179,6,1345402800,2
1180,6,1345406400,2
1181,6,1345410000,2
1182,6,1345413600,2
1183,6,1345417200,10
1184,6,1345420800,14
1185,6,1345424400,10
1186,6,1345428000,20
1187,6,1345431600,18
1188,6,1345435200,16
1189,6,1345438800,10
1190,6,1345442400,16
1191,6,1345446000,16
1192,6,1345449600,14
1193,6,1345453200,10
1194,6,1345456800,6
1195,6,1345460400,4
1196,6,1345464000,4
1197,6,1345467600,6
1198,6,1345471200,6
1199,6,1345474800,8
1200,6,1345478400,2
1201,6,1345482000,2
1202,6,1345485600,4
1203,6,1345489200,2
1204,6,1345492800,2
1205,6,1345496400,2
1206,6,1345500000,4
1207,6,1345503600,4
1208,6,1345507200,8
1209,6,1345510800,8
1210,6,1345514400,12
1211,6,1345518000,12
1212,6,1345521600,8
1213,6,1345525200,4
1214,6,1345528800,8
1215,6,1345532400,6
1216,6,1345536000,8
1217,6,1345539600,6
1218,6,1345543200,6
1219,6,1345546800,6
1220,6,1345550400,4
1221,6,1345554000,6
1222,6,1345557600,6
1223,6,1345561200,4
1224,6,1345564800,2
1225,6,1345568400,2
1226,6,1345572000,4
1227,6,1345575600,2
1228,6,1345579200,2
1229,6,1345582800,2
1230,6,1345586400,2
1231,6,1345590000,6
1232,6,1345593600,2
1233,6,1345597200,6
1234,6,1345600800,8
1235,6,1345604400,12
1236,6,1345608000,8
1237,6,1345611600,4
1238,6,1345615200,8
1239,6,1345618800,6
1240,6,1345622400,2
1241,6,1345626000,6
1242,6,1345629600,6
1243,6,1345633200,6
1244,6,1345636800,6
1245,6,1345640400,8
