Unnamed: 0,bs,time_hour,users
210,1,1345370400,10
211,1,1345374000,10
212,1,1345377600,6
213,1,1345381200,4
214,1,1345384800,0
215,1,1345388400,0
216,1,1345392000,2
217,1,1345395600,4
218,1,1345399200,2
219,1,1345402800,0
220,1,1345406400,4
221,1,1345410000,2
222,1,1345413600,6
223,1,1345417200,28
224,1,1345420800,44
225,1,1345424400,54
226,1,1345428000,52
227,1,1345431600,48
228,1,1345435200,36
229,1,1345438800,42
230,1,1345442400,36
231,1,1345446000,38
232,1,1345449600,32
233,1,1345453200,16
234,1,1345456800,12
235,1,1345460400,10
236,1,1345464000,10
237,1,1345467600,6
238,1,1345471200,6
239,1,1345474800,2
240,1,1345478400,2
241,1,1345482000,4
242,1,1345485600,2
243,1,1345489200,0
244,1,1345492800,0
245,1,1345496400,0
246,1,1345500000,4
247,1,1345503600,20
248,1,1345507200,42
249,1,1345510800,60
250,1,1345514400,54
251,1,1345518000,44
252,1,1345521600,38
253,1,1345525200,34
254,1,1345528800,32
255,1,1345532400,32
256,1,1345536000,32
257,1,1345539600,20
258,1,1345543200,18
259,1,1345546800,16
260,1,1345550400,10
261,1,1345554000,6
262,1,1345557600,6
263,1,1345561200,4
264,1,1345564800,2
265,1,1345568400,4
266,1,1345572000,2
267,1,1345575600,2
268,1,1345579200,2
269,1,1345582800,0
270,1,1345586400,4
271,1,1345590000,20
272,1,1345593600,42
273,1,1345597200,60
274,1,1345600800,54
275,1,1345604400,44
276,1,1345608000,38
277,1,1345611600,34
278,1,1345615200,32
279,1,1345618800,32
280,1,1345622400,32
281,1,1345626000,16
282,1,1345629600,12
283,1,1345633200,12
284,1,1345636800,8
285,1,1345640400,8
286,1,1345644000,6
287,1,1345647600,2
288,1,1345651200,2
289,1,1345654800,0
290,1,1345658400,0
291,1,1345662000,0
292,1,1345665600,4
293,1,1345669200,2
294,1,1345672800,4
295,1,1345676400,14
296,1,1345680000,20
297,1,1345683600,30
298,1,1345687200,34
299,1,1345690800,28
300,1,1345694400,24
301,1,1345698000,22
302,1,1345701600,22
303,1,1345705200,26
304,1,1345708800,18
305,1,1345712400,10
306,1,1345716000,14
307,1,1345719600,6
308,1,1345723200,6
309,1,1345726800,6
310,1,1345730400,4
311,1,1345734000,4
312,1,1345737600,2
313,1,1345741200,0
314,1,1345744800,0
315,1,1345748400,2
316,1,1345752000,2
317,1,1345755600,2
318,1,1345759200,6
319,1,1345762800,28
320,1,1345766400,44
321,1,1345770000,50
322,1,1345773600,48
323,1,1345777200,46
324,1,1345780800,42
325,1,1345784400,40
326,1,1345788000,42
327,1,1345791600,40
328,1,1345795200,32
329,1,1345798800,20
330,1,1345802400,12
331,1,1345806000,10
332,1,1345809600,14
333,1,1345813200,10
334,1,1345816800,4
335,1,1345820400,4
336,1,1345824000,2
337,1,1345827600,2
338,1,1345831200,0
339,1,1345834800,2
340,1,1345838400,8
341,1,1345842000,18
342,1,1345845600,24
343,1,1345849200,32
344,1,1345852800,24
345,1,1345856400,18
346,1,1345860000,24
347,1,1345863600,22
348,1,1345867200,26
349,1,1345870800,18
350,1,1345874400,18
351,1,1345878000,12
352,1,1345881600,10
353,1,1345885200,14
354,1,1345888800,10
355,1,1345892400,10
356,1,1345896000,6
357,1,1345899600,4
358,1,1345903200,0
359,1,1345906800,0
360,1,1345910400,2
361,1,1345914000,2
362,1,1345917600,0
363,1,1345921200,2
364,1,1345924800,8
365,1,1345928400,18
366,1,1345932000,24
367,1,1345935600,32
368,1,1345939200,24
369,1,1345942800,18
370,1,1345946400,24
371,1,1345950000,22
372,1,1345953600,20
373,1,1345957200,16
374,1,1345960800,10
375,1,1345964400,14
376,1,1345968000,6
377,1,1345971600,6
378,1,1345975200,6
379,1,1345978800,4
380,1,1345982400,4
381,1,1345986000,8
382,1,1345989600,2
383,1,1345993200,2
384,2,1345305600,4
385,2,1345309200,0
386,2,1345312800,0
387,2,1345316400,0
388,2,1345320000,0
389,2,1345323600,2
390,2,1345327200,0
391,2,1345330800,2
392,2,1345334400,0
393,2,1345338000,2
394,2,1345341600,2
395,2,1345345200,2
396,2,1345348800,4
397,2,1345352400,2
398,2,1345356000,0
399,2,1345359600,2
400,2,1345363200,0
401,2,1345366800,0
402,2,1345370400,2
403,2,1345374000,0
404,2,1345377600,2
405,2,1345381200,0
406,2,1345384800,0
407,2,1345388400,0
408,2,1345392000,0
409,2,1345395600,0
410,2,1345399200,0
411,2,1345402800,2
412,2,1345406400,0
413,2,1345410000,0
414,2,1345413600,0
415,2,1345417200,0
416,2,1345420800,0
417,2,1345424400,2
418,2,1345428000,0
419,2,1345431600,0
420,2,1345435200,0
421,2,1345438800,2
422,2,1345442400,2
423,2,1345446000,0
424,2,1345449600,0
425,2,1345453200,2
426,2,1345456800,4
427,2,1345460400,2
428,2,1345464000,4
429,2,1345467600,2
430,2,1345471200,2
431,2,1345474800,2
432,2,1345478400,0
433,2,1345482000,0
434,2,1345485600,0
435,2,1345489200,0
436,2,1345492800,0
437,2,1345496400,0
438,2,1345500000,0
439,2,1345503600,0
440,2,1345507200,2
441,2,1345510800,0
442,2,1345514400,0
443,2,1345518000,2
444,2,1345521600,2
445,2,1345525200,0
446,2,1345528800,4
447,2,1345532400,4
448,2,1345536000,2
449,2,1345539600,2
450,2,1345543200,2
451,2,1345546800,4
452,2,1345550400,2
453,2,1345554000,2
454,2,1345557600,2
455,2,1345561200,2
456,2,1345564800,0
457,2,1345568400,2
458,2,1345572000,0
459,2,1345575600,2
460,2,1345579200,0
461,2,1345582800,0
462,2,1345586400,0
463,2,1345590000,0
464,2,1345593600,2
465,2,1345597200,0
466,2,1345600800,0
467,2,1345604400,2
468,2,1345608000,2
469,2,1345611600,0
470,2,1345615200,4
471,2,1345618800,4
472,2,1345622400,2
473,2,1345626000,2
474,2,1345629600,2
475,2,1345633200,4
476,2,1345636800,2
477,2,1345640400,2
478,2,1345644000,0
479,2,1345647600,2
480,2,1345651200,0
481,2,1345654800,0
482,2,1345658400,0
483,2,1345662000,2
484,2,1345665600,0
485,2,1345669200,0
486,2,1345672800,0
487,2,1345676400,0
488,2,1345680000,2
489,2,1345683600,2
490,2,1345687200,0
491,2,1345690800,2
492,2,1345694400,2
493,2,1345698000,2
494,2,1345701600,2
495,2,1345705200,0
496,2,1345708800,0
497,2,1345712400,2
498,2,1345716000,0
499,2,1345719600,2
500,2,1345723200,2
501,2,1345726800,2
502,2,1345730400,2
503,2,1345734000,2
504,2,1345737600,0
505,2,1345741200,0
506,2,1345744800,0
507,2,1345748400,2
508,2,1345752000,0
509,2,1345755600,0
510,2,1345759200,0
511,2,1345762800,0
512,2,1345766400,2
513,2,1345770000,0
514,2,1345773600,0
515,2,1345777200,0
516,2,1345780800,2
517,2,1345784400,4
518,2,1345788000,4
519,2,1345791600,4
520,2,1345795200,2
521,2,1345798800,2
522,2,1345802400,0
523,2,1345806000,2
524,2,1345809600,4
525,2,1345813200,2
526,2,1345816800,2
527,2,1345820400,2
528,2,1345824000,4
529,2,1345827600,0
530,2,1345831200,0
531,2,1345834800,0
532,2,1345838400,0
533,2,1345842000,0
534,2,1345845600,2
535,2,1345849200,0
536,2,1345852800,0
537,2,1345856400,0
538,2,1345860000,2
539,2,1345863600,2
540,2,1345867200,0
541,2,1345870800,2
542,2,1345874400,0
543,2,1345878000,2
544,2,1345881600,0
545,2,1345885200,0
546,2,1345888800,2
547,2,1345892400,0
548,2,1345896000,2
549,2,1345899600,2
550,2,1345903200,4
551,2,1345906800,0
552,2,1345910400,4
553,2,1345914000,0
554,2,1345917600,0
555,2,1345921200,0
556,2,1345924800,0
557,2,1345928400,2
558,2,1345932000,0
559,2,1345935600,2
560,2,1345939200,0
561,2,1345942800,0
562,2,1345946400,2
563,2,1345950000,2
564,2,1345953600,0
565,2,1345957200,2
566,2,1345960800,0
567,2,1345964400,2
568,2,1345968000,0
569,2,1345971600,0
570,2,1345975200,2
571,2,1345978800,0
572,2,1345982400,2
573,2,1345986000,2
574,2,1345989600,4
575,2,1345993200,0
576,3,1345305600,0
577,3,1345309200,0
578,3,1345312800,0
579,3,1345316400,0
580,3,1345320000,6
581,3,1345323600,12
582,3,1345327200,10
583,3,1345330800,16
584,3,1345334400,30
585,3,1345338000,16
586,3,1345341600,14
587,3,1345345200,14
588,3,1345348800,12
589,3,1345352400,16
590,3,1345356000,16
591,3,1345359600,12
592,3,1345363200,10
593,3,1345366800,18
594,3,1345370400,14
595,3,1345374000,6
596,3,1345377600,8
597,3,1345381200,2
598,3,1345384800,2
599,3,1345388400,2
600,3,1345392000,4
601,3,1345395600,2
602,3,1345399200,4
603,3,1345402800,0
604,3,1345406400,2
605,3,1345410000,2
606,3,1345413600,2
607,3,1345417200,12
608,3,1345420800,38
609,3,1345424400,34
610,3,1345428000,26
611,3,1345431600,26
612,3,1345435200,20
613,3,1345438800,20
614,3,1345442400,20
615,3,1345446000,26
616,3,1345449600,16
617,3,1345453200,16
618,3,1345456800,12
619,3,1345460400,10
620,3,1345464000,18
621,3,1345467600,14
622,3,1345471200,6
623,3,1345474800,6
624,3,1345478400,4
625,3,1345482000,2
626,3,1345485600,2
627,3,1345489200,0
628,3,1345492800,2
629,3,1345496400,0
630,3,1345500000,0
631,3,1345503600,6
632,3,1345507200,12
633,3,1345510800,10
634,3,1345514400,16
635,3,1345518000,30
636,3,1345521600,16
637,3,1345525200,14
638,3,1345528800,14
639,3,1345532400,12
640,3,1345536000,16
641,3,1345539600,26
642,3,1345543200,18
643,3,1345546800,14
644,3,1345550400,8
645,3,1345554000,10
646,3,1345557600,6
647,3,1345561200,2
648,3,1345564800,4
649,3,1345568400,4
650,3,1345572000,2
651,3,1345575600,0
652,3,1345579200,0
653,3,1345582800,0
654,3,1345586400,2
655,3,1345590000,10
656,3,1345593600,26
657,3,1345597200,24
658,3,1345600800,22
659,3,1345604400,28
660,3,1345608000,24
661,3,1345611600,20
662,3,1345615200,20
663,3,1345618800,26
664,3,1345622400,28
665,3,1345626000,38
666,3,1345629600,30
667,3,1345633200,20
668,3,1345636800,14
669,3,1345640400,10
670,3,1345644000,8
671,3,1345647600,8
672,3,1345651200,4
673,3,1345654800,2
674,3,1345658400,0
675,3,1345662000,0
676,3,1345665600,2
677,3,1345669200,0
678,3,1345672800,0
679,3,1345676400,6
680,3,1345680000,12
681,3,1345683600,10
682,3,1345687200,16
683,3,1345690800,30
684,3,1345694400,16
685,3,1345698000,14
686,3,1345701600,10
687,3,1345705200,20
688,3,1345708800,16
689,3,1345712400,16
690,3,1345716000,12
691,3,1345719600,10
692,3,1345723200,18
693,3,1345726800,14
694,3,1345730400,6
695,3,1345734000,2
696,3,1345737600,4
697,3,1345741200,2
698,3,1345744800,2
699,3,1345748400,2
700,3,1345752000,0
701,3,1345755600,0
702,3,1345759200,2
703,3,1345762800,2
704,3,1345766400,8
705,3,1345770000,8
706,3,1345773600,10
707,3,1345777200,12
708,3,1345780800,14
709,3,1345784400,14
710,3,1345788000,20
711,3,1345791600,26
712,3,1345795200,16
713,3,1345798800,16
714,3,1345802400,12
715,3,1345806000,10
716,3,1345809600,18
717,3,1345813200,14
718,3,1345816800,8
719,3,1345820400,8
720,3,1345824000,0
721,3,1345827600,0
722,3,1345831200,0
723,3,1345834800,0
724,3,1345838400,6
725,3,1345842000,12
726,3,1345845600,10
727,3,1345849200,16
728,3,1345852800,30
729,3,1345856400,16
730,3,1345860000,14
731,3,1345863600,14
732,3,1345867200,14
733,3,1345870800,14
734,3,1345874400,12
735,3,1345878000,14
736,3,1345881600,14
737,3,1345885200,8
738,3,1345888800,10
739,3,1345892400,8
740,3,1345896000,4
741,3,1345899600,4
742,3,1345903200,2
743,3,1345906800,2
744,3,1345910400,0
745,3,1345914000,0
746,3,1345917600,0
747,3,1345921200,0
748,3,1345924800,6
749,3,1345928400,12
750,3,1345932000,10
751,3,1345935600,16
752,3,1345939200,30
753,3,1345942800,16
754,3,1345946400,14
755,3,1345950000,14
756,3,1345953600,12
757,3,1345957200,16
758,3,1345960800,16
759,3,1345964400,12
760,3,1345968000,10
761,3,1345971600,18
762,3,1345975200,14
763,3,1345978800,6
764,3,1345982400,8
765,3,1345986000,2
766,3,1345989600,2
767,3,1345993200,0
768,4,1345305600,0
769,4,1345309200,0
770,4,1345312800,0
771,4,1345316400,0
772,4,1345320000,2
773,4,1345323600,6
774,4,1345327200,4
775,4,1345330800,6
776,4,1345334400,4
777,4,1345338000,6
778,4,1345341600,4
779,4,1345345200,4
780,4,1345348800,4
781,4,1345352400,4
782,4,1345356000,4
783,4,1345359600,6
784,4,1345363200,4
785,4,1345366800,2
786,4,1345370400,2
787,4,1345374000,6
788,4,1345377600,4
789,4,1345381200,0
790,4,1345384800,2
791,4,1345388400,0
792,4,1345392000,2
793,4,1345395600,2
794,4,1345399200,0
795,4,1345402800,0
796,4,1345406400,2
797,4,1345410000,2
798,4,1345413600,0
799,4,1345417200,2
800,4,1345420800,8
801,4,1345424400,4
802,4,1345428000,4
803,4,1345431600,4
804,4,1345435200,6
805,4,1345438800,8
806,4,1345442400,12
807,4,1345446000,10
808,4,1345449600,6
809,4,1345453200,6
810,4,1345456800,6
811,4,1345460400,6
812,4,1345464000,4
813,4,1345467600,4
814,4,1345471200,6
815,4,1345474800,4
816,4,1345478400,2
817,4,1345482000,2
818,4,1345485600,0
819,4,1345489200,0
820,4,1345492800,0
821,4,1345496400,0
822,4,1345500000,0
823,4,1345503600,2
824,4,1345507200,8
825,4,1345510800,12
826,4,1345514400,12
827,4,1345518000,10
828,4,1345521600,8
829,4,1345525200,10
830,4,1345528800,8
831,4,1345532400,4
832,4,1345536000,2
833,4,1345539600,8
834,4,1345543200,6
835,4,1345546800,4
836,4,1345550400,2
837,4,1345554000,2
838,4,1345557600,2
839,4,1345561200,0
840,4,1345564800,2
841,4,1345568400,2
842,4,1345572000,0
843,4,1345575600,0
844,4,1345579200,0
845,4,1345582800,0
846,4,1345586400,0
847,4,1345590000,4
848,4,1345593600,8
849,4,1345597200,4
850,4,1345600800,4
851,4,1345604400,4
852,4,1345608000,6
853,4,1345611600,8
854,4,1345615200,10
855,4,1345618800,8
856,4,1345622400,8
857,4,1345626000,10
858,4,1345629600,6
859,4,1345633200,2
860,4,1345636800,4
861,4,1345640400,4
862,4,1345644000,2
863,4,1345647600,2
864,4,1345651200,2
865,4,1345654800,2
866,4,1345658400,0
867,4,1345662000,0
868,4,1345665600,0
869,4,1345669200,0
870,4,1345672800,2
871,4,1345676400,6
872,4,1345680000,10
873,4,1345683600,6
874,4,1345687200,8
875,4,1345690800,6
876,4,1345694400,6
877,4,1345698000,8
878,4,1345701600,12
879,4,1345705200,10
880,4,1345708800,6
881,4,1345712400,6
882,4,1345716000,6
883,4,1345719600,4
884,4,1345723200,4
885,4,1345726800,4
886,4,1345730400,2
887,4,1345734000,0
888,4,1345737600,2
889,4,1345741200,2
890,4,1345744800,0
891,4,1345748400,0
892,4,1345752000,0
893,4,1345755600,0
894,4,1345759200,0
895,4,1345762800,2
896,4,1345766400,8
897,4,1345770000,12
898,4,1345773600,12
899,4,1345777200,12
900,4,1345780800,8
901,4,1345784400,8
902,4,1345788000,12
903,4,1345791600,10
904,4,1345795200,8
905,4,1345798800,10
906,4,1345802400,6
907,4,1345806000,2
908,4,1345809600,4
909,4,1345813200,4
910,4,1345816800,2
911,4,1345820400,2
912,4,1345824000,0
913,4,1345827600,0
914,4,1345831200,0
915,4,1345834800,0
916,4,1345838400,2
917,4,1345842000,6
918,4,1345845600,4
919,4,1345849200,2
920,4,1345852800,2
921,4,1345856400,4
922,4,1345860000,6
923,4,1345863600,2
924,4,1345867200,4
925,4,1345870800,4
926,4,1345874400,4
927,4,1345878000,6
928,4,1345881600,4
929,4,1345885200,2
930,4,1345888800,2
931,4,1345892400,6
932,4,1345896000,4
933,4,1345899600,0
934,4,1345903200,2
935,4,1345906800,0
936,4,1345910400,0
937,4,1345914000,0
938,4,1345917600,0
939,4,1345921200,0
940,4,1345924800,2
941,4,1345928400,8
942,4,1345932000,4
943,4,1345935600,2
944,4,1345939200,2
945,4,1345942800,4
946,4,1345946400,6
947,4,1345950000,2
948,4,1345953600,4
949,4,1345957200,2
950,4,1345960800,8
951,4,1345964400,6
952,4,1345968000,4
953,4,1345971600,2
954,4,1345975200,2
955,4,1345978800,6
956,4,1345982400,4
957,4,1345986000,0
958,4,1345989600,2
959,4,1345993200,0
960,5,1345305600,0
961,5,1345309200,0
962,5,1345312800,2
963,5,1345316400,2
964,5,1345320000,4
965,5,1345323600,6
966,5,1345327200,12
967,5,1345330800,8
968,5,1345334400,12
969,5,1345338000,10
970,5,1345341600,14
971,5,1345345200,8
972,5,1345348800,10
973,5,1345352400,12
974,5,1345356000,14
975,5,1345359600,12
976,5,1345363200,18
977,5,1345366800,10
978,5,1345370400,12
979,5,1345374000,6
980,5,1345377600,6
981,5,1345381200,6
982,5,1345384800,2
983,5,1345388400,2
984,5,1345392000,6
985,5,1345395600,2
986,5,1345399200,2
987,5,1345402800,0
988,5,1345406400,0
989,5,1345410000,0
990,5,1345413600,2
991,5,1345417200,6
992,5,1345420800,8
993,5,1345424400,8
994,5,1345428000,8
995,5,1345431600,12
996,5,1345435200,10
997,5,1345438800,14
998,5,1345442400,10
999,5,1345446000,10
1000,5,1345449600,10
1001,5,1345453200,10
1002,5,1345456800,12
1003,5,1345460400,18
1004,5,1345464000,10
1005,5,1345467600,12
1006,5,1345471200,6
1007,5,1345474800,6
1008,5,1345478400,6
1009,5,1345482000,2
1010,5,1345485600,0
1011,5,1345489200,0
1012,5,1345492800,0
1013,5,1345496400,2
1014,5,1345500000,2
1015,5,1345503600,2
1016,5,1345507200,4
1017,5,1345510800,8
1018,5,1345514400,10
1019,5,1345518000,8
1020,5,1345521600,14
1021,5,1345525200,10
1022,5,1345528800,4
1023,5,1345532400,10
1024,5,1345536000,12
1025,5,1345539600,14
1026,5,1345543200,14
1027,5,1345546800,16
1028,5,1345550400,14
1029,5,1345554000,12
1030,5,1345557600,4
1031,5,1345561200,4
1032,5,1345564800,6
1033,5,1345568400,2
1034,5,1345572000,2
1035,5,1345575600,0
1036,5,1345579200,0
1037,5,1345582800,0
1038,5,1345586400,4
1039,5,1345590000,4
1040,5,1345593600,6
1041,5,1345597200,8
1042,5,1345600800,10
1043,5,1345604400,8
1044,5,1345608000,12
1045,5,1345611600,6
1046,5,1345615200,10
1047,5,1345618800,10
1048,5,1345622400,10
1049,5,1345626000,10
1050,5,1345629600,12
1051,5,1345633200,14
1052,5,1345636800,16
1053,5,1345640400,16
1054,5,1345644000,8
1055,5,1345647600,8
1056,5,1345651200,6
1057,5,1345654800,2
1058,5,1345658400,2
1059,5,1345662000,0
1060,5,1345665600,0
1061,5,1345669200,2
1062,5,1345672800,2
1063,5,1345676400,6
1064,5,1345680000,8
1065,5,1345683600,6
1066,5,1345687200,8
1067,5,1345690800,6
1068,5,1345694400,12
1069,5,1345698000,14
1070,5,1345701600,10
1071,5,1345705200,10
1072,5,1345708800,10
1073,5,1345712400,16
1074,5,1345716000,18
1075,5,1345719600,14
1076,5,1345723200,18
1077,5,1345726800,14
1078,5,1345730400,8
1079,5,1345734000,8
1080,5,1345737600,6
1081,5,1345741200,2
1082,5,1345744800,2
1083,5,1345748400,0
1084,5,1345752000,0
1085,5,1345755600,0
1086,5,1345759200,4
1087,5,1345762800,4
1088,5,1345766400,6
1089,5,1345770000,8
1090,5,1345773600,10
1091,5,1345777200,8
1092,5,1345780800,12
1093,5,1345784400,14
1094,5,1345788000,8
1095,5,1345791600,10
1096,5,1345795200,10
1097,5,1345798800,10
1098,5,1345802400,12
1099,5,1345806000,18
1100,5,1345809600,14
1101,5,1345813200,14
1102,5,1345816800,8
1103,5,1345820400,8
1104,5,1345824000,0
1105,5,1345827600,0
1106,5,1345831200,2
1107,5,1345834800,2
1108,5,1345838400,4
1109,5,1345842000,6
1110,5,1345845600,12
1111,5,1345849200,8
1112,5,1345852800,12
1113,5,1345856400,10
1114,5,1345860000,14
1115,5,1345863600,8
1116,5,1345867200,10
1117,5,1345870800,12
1118,5,1345874400,14
1119,5,1345878000,12
1120,5,1345881600,18
1121,5,1345885200,10
1122,5,1345888800,12
1123,5,1345892400,6
1124,5,1345896000,6
1125,5,1345899600,6
1126,5,1345903200,2
1127,5,1345906800,2
1128,5,1345910400,0
1129,5,1345914000,0
1130,5,1345917600,0
1131,5,1345921200,4
1132,5,1345924800,4
1133,5,1345928400,6
1134,5,1345932000,4
1135,5,1345935600,10
1136,5,1345939200,8
1137,5,1345942800,10
1138,5,1345946400,14
1139,5,1345950000,8
1140,5,1345953600,10
1141,5,1345957200,12
1142,5,1345960800,14
1143,5,1345964400,12
1144,5,1345968000,18
1145,5,1345971600,10
1146,5,1345975200,12
1147,5,1345978800,6
1148,5,1345982400,6
1149,5,1345986000,6
1150,5,1345989600,2
1151,5,1345993200,0
1152,6,1345305600,2
1153,6,1345309200,2
1154,6,1345312800,2
1155,6,1345316400,2
1156,6,1345320000,4
1157,6,1345323600,6
1158,6,1345327200,6
1159,6,1345330800,6
1160,6,1345334400,4
1161,6,1345338000,2
1162,6,1345341600,4
1163,6,1345345200,2
1164,6,1345348800,2
1165,6,1345352400,2
1166,6,1345356000,2
1167,6,1345359600,2
1168,6,1345363200,6
1169,6,1345366800,10
1170,6,1345370400,8
1171,6,1345374000,6
1172,6,1345377600,4
1173,6,1345381200,2
1174,6,1345384800,2
1175,6,1345388400,0
1176,6,1345392000,2
1177,6,1345395600,2
1178,6,1345399200,0
1179,6,1345402800,2
1180,6,1345406400,2
1181,6,1345410000,0
1182,6,1345413600,2
1183,6,1345417200,4
1184,6,1345420800,4
1185,6,1345424400,4
1186,6,1345428000,4
1187,6,1345431600,2
1188,6,1345435200,2
1189,6,1345438800,4
1190,6,1345442400,4
1191,6,1345446000,6
1192,6,1345449600,4
1193,6,1345453200,2
1194,6,1345456800,4
1195,6,1345460400,4
1196,6,1345464000,8
1197,6,1345467600,8
1198,6,1345471200,6
1199,6,1345474800,4
1200,6,1345478400,2
1201,6,1345482000,2
1202,6,1345485600,2
1203,6,1345489200,2
1204,6,1345492800,2
1205,6,1345496400,0
1206,6,1345500000,2
1207,6,1345503600,4
1208,6,1345507200,4
1209,6,1345510800,2
1210,6,1345514400,2
1211,6,1345518000,0
1212,6,1345521600,4
1213,6,1345525200,4
1214,6,1345528800,2
1215,6,1345532400,2
1216,6,1345536000,2
1217,6,1345539600,2
1218,6,1345543200,4
1219,6,1345546800,8
1220,6,1345550400,6
1221,6,1345554000,6
1222,6,1345557600,6
1223,6,1345561200,6
1224,6,1345564800,2
1225,6,1345568400,2
1226,6,1345572000,2
1227,6,1345575600,4
1228,6,1345579200,2
1229,6,1345582800,2
1230,6,1345586400,4
1231,6,1345590000,8
1232,6,1345593600,4
1233,6,1345597200,4
1234,6,1345600800,4
1235,6,1345604400,2
1236,6,1345608000,2
1237,6,1345611600,4
1238,6,1345615200,4
1239,6,1345618800,2
1240,6,1345622400,2
1241,6,1345626000,2
1242,6,1345629600,4
1243,6,1345633200,6
1244,6,1345636800,8
1245,6,1345640400,8
